ticker,shortName,sector,industry,currentPrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,trailingPE,forwardPE,priceToBook,pegRatio,returnOnEquity,returnOnAssets,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,revenueGrowth,profitMargins,operatingMargins,grossMargins,ebitdaMargins,dividendYield,marketCap,currentRatio,quickRatio,freeCashflow,totalCashPerShare,bookValue,targetMeanPrice,targetHighPrice,targetLowPrice,recommendationMean,numberOfAnalystOpinions,twoHundredDayAverage,fiftyDayAverage,fiftyTwoWeekChangePercent,beta,enterpriseToEbitda,enterpriseValue,trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions
SUPRIYA,SUPRIYA LIFESCIENCE LTD,Healthcare,Biotechnology,811.7000122070312,1085.0,545.5,32.915653,20.920103,5.4560366,,0.19059,0.13446,0.454,-0.308,-0.309,0.326,0.22736,0.21396999,0.68065,0.33178002,0.13,65327891414.45608,4.398,2.465,-155762496.0,9.808,148.771,940.0,1030.0,850.0,1.5,2.0,756.620998840332,884.8060034179688,19.122392592370986,0.667,21.629,62613757952.0,24.66,38.8,0.71282,0.04818
BLUEJET,BLUE JET HEALTHCARE LTD,Healthcare,Biotechnology,595.2999877929688,789.0,325.0,43.901176,30.536674,7.5934024,,0.19881001,0.11038,3.102,-0.143,-0.142,-0.174,0.26523,0.31172,0.54899,0.30552998,0.2,103263958970.50227,4.208,3.142,795492480.0,18.645,78.397,568.0,720.0,370.0,2.4,5.0,488.4867500305176,568.8670013427734,-23.36015606141374,0.636,36.929,99931201536.0,13.56,19.49459,0.76015997,0.05889
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,Consumer Cyclical,Footwear & Accessories,223.11000061035156,297.0,215.1999969482422,44.35586,32.597023,7.5235205,2.286384536082474,0.18053,0.09179,26.059,0.194,0.177,0.122,0.08482,0.083229996,0.52289003,0.13897,0.67,68200202426.57209,2.367,0.76,-111987504.0,4.211,29.655,293.85715,330.0,237.0,1.28571,7.0,247.23254974365236,227.42219970703124,-16.46948876373876,0.116,27.371,69081309184.0,5.03,6.84449,0.72113997,0.18100001
REDTAPE,REDTAPE LIMITED,Consumer Cyclical,Footwear & Accessories,123.9800033569336,163.5,107.52999877929688,27.860676,,6.710327,1.9482990209790212,0.26577,0.0716,70.489,0.143,0.152,0.069,0.09806,0.15096,0.44408,0.16628,1.59,68537091903.7385,1.565,0.227,-1004687488.0,0.164,18.476,,,,,,127.40520027160645,132.32600051879882,1.002039394650578,0.141,18.374,76784967680.0,4.45,,0.72177005,0.13266
PRECWIRE,PRECISION WIRES INDIA LTD,Industrials,Electrical Equipment & Parts,435.7000122070313,474.8999938964844,170.14999389648438,45.480167,28.29221,10.312671,0.677796825633383,0.23027,0.08412,39.377,0.671,0.715,0.604,0.0287,0.03819,0.08472,0.047659997,0.41,79649433783.54256,1.347,0.948,-1371838336.0,15.956,42.249,492.0,492.0,492.0,1.0,1.0,328.62114952087404,401.2350012207031,147.12155762025546,0.866,27.134,78676951040.0,9.58,15.4,0.64969003,0.0064700004
BIRLACORPN,BIRLA CORPORATION LTD,Basic Materials,Building Materials,891.5,1346.0999755859375,769.5999755859375,12.392271,11.441344,0.93215305,0.2544614168377823,0.07755,0.04006,46.04,0.487,-0.032,0.078,0.05623,0.07556,0.82085,0.1436,1.41,68650262528.0,1.259,0.724,670200000.0,156.402,956.388,1173.9231,1385.0,1030.0,1.71429,13.0,999.936252746582,954.8349987792968,-29.885961462839163,0.468,6.365,90005635072.0,71.94,77.91917,0.64341,0.20618999
YATHARTH,YATHARTH HOSP & TRA C S L,Healthcare,Medical Care Facilities,847.8499755859375,919.5,538.25,45.412426,27.131199,4.589771,3.816170252100841,0.09889,0.07168,14.614,0.119,0.12,0.523,0.13203,0.16158001,0.62232,0.24781999,0.12,81694037711.59875,3.872,3.47,-886840000.0,27.309,184.726,1022.0,1100.0,971.0,1.0,4.0,749.8554986572266,845.3869995117187,16.088177439279484,0.973,24.356,82470969344.0,18.67,31.25,0.56938,0.12493
JSLL,JEENA SIKHO LIFECARE LTD,Healthcare,Medical Care Facilities,506.2000122070313,849.5,492.0,26.698315,14.139666,13.474234,0.9400815140845072,0.59921,0.37620997,27.261,0.284,0.286,0.288,0.27776,0.34168997,0.88389,0.43116,0.22,62921033197.34294,3.247,2.609,2139618688.0,16.391,37.568,1000.0,1000.0,1000.0,1.0,1.0,647.8077503967285,568.5170001220703,-30.121480515344313,1.065,16.655,61146251264.0,18.96,35.8,0.72446996,0.0029699998
PGIL,PEARL GLOBAL IND LIMITED,Consumer Cyclical,Apparel Manufacturing,2377.60009765625,2539.60009765625,1178.0999755859375,35.3074,23.184788,7.515798,0.7279876288659795,0.20896,0.08067001,65.567,0.485,0.482,0.245,0.058280002,0.0904,0.48514,0.0896,0.87,109822644638.79544,1.596,0.857,-307104256.0,161.829,316.347,2583.5715,3125.0,2079.0,1.5,7.0,1696.697498779297,2069.8239990234374,76.52387367730353,0.045,23.718,113155727360.0,67.34,102.55,0.6145,0.2368
GPPL,GUJARAT PIPAVAV PORT LTD,Industrials,Marine Shipping,164.80999755859375,200.08999633789065,141.5500030517578,14.25692,14.248698,3.3835635,0.3418925659472422,0.21802999,0.122150004,1.544,0.417,0.418,0.325,0.45058998,0.5503,0.75924003,0.63149,6.06,79706372963.27286,2.538,1.728,-526827488.0,13.985,48.709,178.5,210.0,131.0,2.25,8.0,164.3411501312256,153.07440002441408,5.688081940694056,0.447,9.376,73422331904.0,11.56,11.56667,0.44037998,0.26943
DYNAMATECH,DYNAMATIC TECHNOLOGIES,Consumer Cyclical,Auto Parts,11765.0,12875.0,6320.0,189.1479,62.71322,10.065888,2.03166380236305,0.0429,0.03788,80.387,0.931,0.93,0.145,0.02533,0.0834,0.50049,0.10727,0.09,79901327360.0,1.38,0.576,-56187500.0,99.637,1168.799,8440.0,8440.0,8440.0,5.0,1.0,9996.605,10654.64,78.1361193125899,0.424,47.51,85379284992.0,62.2,187.6,0.46872002,0.1587
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,Industrials,Marine Shipping,613.3499755859375,681.5499877929688,222.0,60.13235,,12.970796,,0.2987,0.14607,36.166,-0.262,-0.181,0.205,0.21525,0.27366,0.35592,0.3426,0.31,99925905526.50362,2.029,1.768,-991694976.0,25.865,47.287,,,,,,421.4602488708496,574.6599975585938,140.435108157955,1.139,43.226,105051734016.0,10.2,,0.89096,0.0182
JYOTHYLAB,JYOTHY LABS LIMITED,Consumer Defensive,Household & Personal Products,208.4600067138672,352.70001220703125,188.1000061035156,26.967659,21.55238,4.818659,,0.22428,0.11626001,3.247,-0.508,-0.508,0.03,0.09575,0.062750004,0.44224998,0.12516,1.68,76549540257.42947,2.683,1.952,2657100032.0,22.189,43.261,234.36365,310.0,181.0,2.18182,11.0,239.30490051269533,201.08080078125,-40.01150885931879,0.456,18.504,68704251904.0,7.73,9.67225,0.69107,0.15239
SIGMAADV,SIGMA ADVANCED SYSTEM LTD,Industrials,Aerospace & Defense,664.4500122070312,721.5,115.9800033569336,70.16367,,24.994358,,0.87583,0.03365,70.808,-0.891,-0.74,773.436,0.19245,0.1487,0.61909,0.14647001,0.0,117102479463.36368,1.418,0.852,-4190786560.0,1.386,26.584,,,,,,312.92460006713867,587.7169964599609,441.30347226642056,1.703,98.215,124872564736.0,9.47,,0.66111,0.01096
SGMART,SG MART LIMITED,Industrials,Industrial Distribution,805.2000122070312,824.0,313.1000061035156,81.49798,40.0597,6.357177,2.3554329479768787,0.0792,0.03441,16.781,0.346,0.411,0.144,0.01919,0.041789997,0.04046,0.02463,0.0,101483546114.51564,2.804,2.034,9736112128.0,78.16,126.66,777.0,777.0,777.0,1.0,1.0,499.31975082397463,662.9040026855469,124.85339248340388,-0.775,58.866,93970096128.0,9.88,20.1,0.66734004,0.00039
KINGFA,KINGFA SCI & TEC IND LTD.,Basic Materials,Specialty Chemicals,5857.5,6200.0,3649.89990234375,34.352825,,5.6726017,1.3111765267175572,0.17412001,0.10606,1.101,0.262,0.412,0.232,0.09284,0.14753,0.23942,0.13793999,0.0,79377211392.0,4.061,2.817,-1016311744.0,310.574,1032.595,,,,,,4654.243507080078,5249.15,28.167251973071995,0.688,27.425,75491942400.0,170.51,,0.75291,0.06662
PNGJL,P N GADGIL JEWELLERS LTD,Consumer Cyclical,Luxury Goods,609.4500122070312,736.4000244140625,503.0,18.563812,15.646983,4.2143807,0.3576842389210019,0.23306999,0.08614001,88.504,0.519,0.519,0.407,0.03898,0.06822,0.12205,0.060560003,0.0,89712625412.90671,1.53,0.199,-4000698624.0,37.163,144.612,796.5,800.0,793.0,1.0,2.0,596.54875,598.8299987792968,5.3591493380252375,0.9285,13.605,94239334400.0,32.83,38.95,0.76624,0.04719
GNFC,GUJ NAR VAL FER & CHEM L,Basic Materials,Chemicals,592.7999877929688,619.0,365.0,8.404934,9.456054,0.95598096,0.0304968577648766,0.091350004,0.03197,0.066,2.756,2.759,0.398,0.12331,0.14164,0.30416,0.14764,3.49,87106435326.2905,5.909,2.349,-10309199872.0,122.695,620.096,,,,,,488.6245004272461,533.8690002441406,12.12407302930738,0.192,5.684,70576832512.0,70.53,62.69,0.43472,0.16767
TTKPRESTIG,TTK PRESTIGE LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",592.6500244140625,771.2000122070312,423.0,42.031914,28.665056,4.0994267,0.94,0.081470005,0.0468,8.801,1.232,1.228,0.336,0.06079,0.07403,0.42349997,0.0917,1.28,81173130511.90585,3.505,2.235,808287488.0,62.974,144.569,682.1111,866.0,525.0,2.55556,9.0,574.9449992370605,615.1509985351563,-9.456873353190698,0.236,25.089,73159319552.0,14.1,20.675,0.70922995,0.1983
IXIGO,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,Travel Services,170.4499969482422,339.1499938964844,151.27000427246094,86.96428,41.689392,3.6973166,1.7392856,0.053260002,0.02103,2.15,0.5,0.703,0.134,0.06742,0.05511,0.82158,0.0577,0.0,75175991998.03975,2.916,2.456,2715298816.0,21.818,46.101,223.11111,320.0,183.0,2.33333,9.0,201.926099319458,193.19619873046875,-38.744343072578005,-0.515,90.003,65885691904.0,1.96,4.08857,0.27583998,0.53827
SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,Basic Materials,Specialty Chemicals,1186.5,1603.0,726.4000244140625,130.67181,18.548721,2.7034295,1.2444934285714284,0.0103400005,0.01799,64.172,1.05,1.061,0.054,0.0073,0.06166,0.47987,0.055960003,0.44,94454390784.0,2.058,1.062,2027965056.0,171.378,438.887,1325.5714,1470.0,911.0,1.42857,7.0,939.8564987182616,1001.8010009765624,-17.114914425427873,0.467,18.995,105473638400.0,9.08,63.96667,0.37710997,0.2926
SAFARI,SAFARI IND (INDIA) LTD,Consumer Cyclical,Footwear & Accessories,1490.199951171875,2507.10009765625,1363.0999755859375,44.272133,29.590944,6.549984,,0.16223,0.09206,10.456,-0.055,-0.054,0.115,0.07829,0.095790006,0.46362,0.1137,0.27,73013163687.63924,3.789,2.365,1167187456.0,57.74,227.512,2149.9,2720.0,1941.0,1.0,10.0,1792.9825006103515,1580.1459936523438,-26.044667435638956,-0.387,29.623,70994591744.0,33.66,50.36,0.54457,0.32571998
SUVEN,SUVEN LIFE SCIENCES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,373.6000061035156,377.4500122070313,124.11000061035156,,19.307493,14.258998,,-0.78799003,-0.47754002,2.823,,,0.91,0.0,-37.763702,0.92832,0.0,0.0,105565423292.62578,17.695,16.938,-1978181760.0,19.646,26.201,,,,,,212.88950065612792,310.8560006713867,59.148032418963005,0.803,-22.525,82686148608.0,-14.6,19.35,0.66574997,0.02878
SONATSOFTW,SONATA SOFTWARE LTD,Technology,Information Technology Services,306.0,421.5,207.1499938964844,18.31239,14.606205,4.447028,,0.25724,0.06888,37.962,-0.008,-0.011,0.106,0.04205,0.04341,0.12104,0.056020003,2.57,84699103232.0,1.053,1.008,700287488.0,20.928,68.81,325.14285,404.0,260.0,2.85714,7.0,300.3148498535156,301.0630001831055,-17.819257423368995,0.394,14.039,86634840064.0,16.71,20.95,0.41900003,0.29724002
JKLAKSHMI,JK LAKSHMI CEMENT LTD,Basic Materials,Building Materials,557.9000244140625,989.7999877929688,542.9500122070312,18.715197,11.069445,1.782468,,0.11098,0.05054,66.59,-0.281,-0.281,0.094,0.053400002,0.09232,0.55794996,0.13475001,1.16,69260176342.86969,1.294,0.835,-3116624896.0,98.825,312.993,705.2778,940.0,534.0,2.05882,18.0,672.6049984741211,575.4930004882813,-40.62050644856199,0.489,8.879,82867822592.0,29.81,50.4,0.48064998,0.32632
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,Consumer Cyclical,Luxury Goods,821.5,926.0,399.7999877929687,209.56633,94.78843,6.9449725,,0.00971,0.02643,110.033,,,0.496,0.02101,0.06431,0.42588,0.17576,0.0,125483638784.0,1.674,0.406,-2682731264.0,56.22,118.287,802.1429,945.0,650.0,1.0,7.0,542.9180014038086,674.4910046386718,43.60633118260113,0.4133,28.8,135688044544.0,3.92,8.66667,0.46942002,0.34019002
MAXESTATES,MAX ESTATES LIMITED,Real Estate,Real Estate - Development,499.8500061035156,510.0,305.45001220703125,675.47296,15.459281,3.3760874,,0.0053899996,0.00565,76.199,-0.6933423180592992,-1.2579878214572515,0.325,0.04217,0.41213,0.95921,0.40347,0.0,81757930470.32109,1.784,0.232,-22224592896.0,66.108,148.056,618.8,750.0,545.0,1.0,5.0,420.1537498474121,428.7810009765625,8.1575273623125,1.145,77.275,92538077184.0,0.74,32.33333,0.70115995,0.097799994
BAJAJCON,BAJAJ CONSUMER CARE LTD,Consumer Defensive,Household & Personal Products,486.9500122070313,692.0,220.1000061035156,28.950655,21.508394,8.635397,0.3025146812957158,0.3078,0.2012220328185505,2.092,0.957,0.865,0.281,0.18059,0.23294,0.61472,0.21452999,0.0,63604594234.46195,3.491801507209857,3.1117704571463713,1634359000.0,31.111,56.39,695.625,870.0,510.0,1.875,8.0,421.2680012512207,566.6520031738281,110.89217197005968,0.939,23.233,61451583488.0,16.82,22.64,0.43986,0.23651
VIKRAMSOLR,VIKRAM SOLAR LIMITED,Technology,Solar,171.99000549316406,407.9500122070313,155.3800048828125,16.442638,8.881024,1.9672413,,0.21336001,0.1157,20.366,-0.871,-0.852,0.379,0.06821,0.03966,0.26702,0.14699,0.0,62321330118.47201,1.885,0.656,-12951587840.0,0.987,87.427,203.0,267.0,130.0,2.83333,6.0,213.8109999847412,184.9676007080078,-51.74242187469898,1.2427,8.842,67994066944.0,10.08,19.36601,0.68737,0.05125
KIRLFER,KIRLOSKAR FERROUS IND LTD,Industrials,Metal Fabrication,444.0499877929687,513.0,408.0,20.89647,10.5726185,1.8958671,0.4749197727272727,0.139,0.05761,12.218,0.44,0.443,0.299,0.0505,0.04536,0.4354,0.12325,1.39,73264863265.93289,1.112,0.557,1158812544.0,0.392,234.22,558.0,566.0,550.0,1.0,2.0,450.4288058073624,460.83799926757814,-1.802305217614908,0.463,8.264,70906871808.0,21.25,42.0,0.60396,0.12919
CERA,CERA SANITARYWARE LTD,Industrials,Building Products & Equipment,5858.5,6740.0,4461.10009765625,37.293907,25.027159,5.13199,,0.14467,0.07648,3.172,-0.027,-0.027,0.151,0.095249996,0.081879996,0.47784,0.120220006,1.32,75545214976.0,4.259,3.069,1722791936.0,655.846,1141.565,7021.7646,8012.0,5650.0,1.52941,17.0,5508.546499023438,6193.91,-9.869230769230777,-0.107,25.537,65414537216.0,157.09,234.08571,0.5698,0.2533
SANOFI,SANOFI INDIA LIMITED,Healthcare,Drug Manufacturers - General,3321.0,5291.0,3054.0,23.608446,18.511705,10.20885,1.174549552238806,0.40271,0.21086,1.78,0.201,0.201,0.077,0.17937,0.24309,0.49008,0.26451,7.34,76484698112.0,1.693,1.054,3136000000.0,160.109,325.306,4339.6665,5550.0,3520.0,2.0,3.0,3710.664494628906,3352.7839892578127,-35.72050711313268,0.2,15.035,71791919104.0,140.67,179.4,0.60601,0.24542
GAEL,GUJARAT AMBUJA EXPORTS LT,Consumer Defensive,Packaged Foods,183.36000061035156,184.6699981689453,101.1999969482422,20.238409,15.408404,2.5526583,0.1182840970192869,0.09664,0.053039998,13.384,1.711,1.719,0.235,0.06898,0.12458,0.27726,0.10086001,0.17,84101849367.95033,3.188,1.874,-1744937472.0,18.827,71.831,198.0,198.0,198.0,1.0,1.0,143.3953999710083,161.75899993896485,73.80094844583087,-0.005,12.424,75578302464.0,9.06,11.9,0.71266,0.01208
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,Real Estate,Real Estate - Development,377.2000122070313,427.0499877929687,286.79998779296875,24.025478,21.397085,2.2187974,0.6582322739726028,0.12038,-0.01227,18.26,0.365,0.669,29.095,0.1576,0.09295999,0.1341,0.008880001,0.94,80564021807.2309,1.426,0.18,-3409059328.0,27.397,170.002,491.125,612.0,420.0,1.0,8.0,364.64850036621095,372.3469995117187,6.418394474962508,0.14,429.621,80504348672.0,15.7,17.62857,0.52708,0.29584998
RCF,RASHTRIYA CHEMICALS & FER,Basic Materials,Agricultural Inputs,118.41999816894533,164.49000549316406,106.0,14.637824,16.002703,1.277399,0.05,0.08665,0.02901,80.607,0.343,0.351,0.064,0.02389,0.03832,0.1317,0.053319998,1.95,65330904077.828896,1.165,0.526,-22276438016.0,2.763,92.704,,,,,,131.400050239563,128.6301998901367,-24.71710370534416,0.404,10.589,105559982080.0,8.09,7.4,0.75001,0.01421
ASHAPURMIN,ASHAPURA MINECHEM LTD,Basic Materials,Other Industrial Metals & Mining,599.9500122070312,924.9000244140624,455.1000061035156,14.093259,,3.474889,2.8186518,0.29049,0.07836,87.774,0.05,0.05,0.192,0.07401,0.09417,0.75022006,0.12434,0.17,57310885006.09009,1.36,0.86,-761849984.0,34.475,172.653,,,,,,663.9382496643067,675.3159985351563,17.280818399674992,0.654,9.864,67426463744.0,42.57,,0.49778998,0.17489
TCI,TRANSPORT CORPN OF INDIA,Industrials,Integrated Freight & Logistics,906.5499877929688,1242.0,868.0499877929688,15.292679,13.1574745,2.7113154,,0.19176,0.079730004,11.991,-0.009,-0.008,0.096,0.09036,0.079380006,0.13883,0.105,1.1,69651274838.1198,2.68,2.197,-962206272.0,38.405,334.358,1176.6666,1318.0,1108.0,1.0,6.0,991.9320016479492,928.4319995117188,-22.151138875657473,-0.077,13.271,70237904896.0,59.28,68.9,0.73907,0.1286
BORORENEW,BOROSIL RENEWABLES LTD,Technology,Solar,543.0,721.0,374.3999938964844,19.255318,,5.0364046,,0.4372999999999999,0.0707339232863771,10.74,,,0.171,0.23685,0.26033002,0.54924,0.31217,0.0,79920758784.0,4.763156149243801,4.140981727469735,2245575000.0,46.676,107.815,,,,,,532.634001159668,588.4030041503906,-4.038168520247143,0.116,14.318,72182087680.0,28.2,,0.57849,0.04642
WELENT,WELSPUN ENTERPRISES LTD.,Industrials,Engineering & Construction,584.6500244140625,634.9000244140625,412.0,23.785599,15.887229,2.5730684,0.48,0.13603,0.06511,60.918,-0.5,-0.487,-0.084,0.08623999,0.18084,0.32362998,0.2007,0.52,79286619374.88412,1.957,1.607,6354525184.0,116.175,227.219,,,,,,521.1912498474121,590.3309985351563,27.75047136705615,0.395,11.937,84907589632.0,24.58,36.8,0.6675,0.10505
WESTLIFE,WESTLIFE FOODWORLD LTD,Consumer Cyclical,Restaurants,594.5,775.0,398.3999938964844,295.77115,116.35804,14.85433,,0.05289,0.0252,291.521,-0.5,-0.522,0.114,0.011849999,0.044910002,0.53281,0.13578,0.14,92275769344.0,0.421,0.135,318160256.0,1.154,40.022,538.4286,690.0,450.0,2.57143,21.0,502.8352500915527,510.06099975585937,-17.05615626089989,-0.04,28.125,102150373376.0,2.01,5.10923,0.61662,0.31785
POWERICA,POWERICA LIMITED,Industrials,Specialty Industrial Machinery,533.9000244140625,676.9500122070312,365.1000061035156,40.569912,,2.9839652,3.558764210526316,0.17886999,0.051020004,28.506,0.114,0.281,0.267,0.088520005,0.08659001,0.34028998,0.121309996,0.0,67566054417.64562,1.801,1.248,-2223787520.0,94.725,178.923,,,,,,525.9181789822048,562.6029968261719,36.89744215745192,,15.9,61254197248.0,13.16,,0.77182,0.2471
TANLA,TANLA PLATFORMS LIMITED,Technology,Software - Application,572.7999877929688,766.0,365.8999938964844,14.245213,12.8,3.053191,0.6416762612612613,0.21409,0.107980005,2.118,0.222,0.201,0.178,0.11576,0.1372,0.20104,0.15303999,2.1,75638651316.05273,2.298,1.917,3662344704.0,58.434,187.607,581.5,740.0,423.0,3.0,2.0,521.1599995422363,564.1259973144531,-9.453049336206464,0.75,9.727,68528771072.0,40.21,44.75,0.55571,0.05697
INOXGREEN,INOX GREEN ENERGY SER LTD,Utilities,Utilities - Renewable,175.0800018310547,279.0,132.5800018310547,55.23028,,4.014215,0.7453479082321188,0.05658,0.0058099995,5.147,0.741,0.849,-0.23,0.44536,-0.03142,0.19846001,0.2026,0.0,70293226207.15387,2.867,2.18,4960284672.0,12.509,43.615,,,,,,186.04389938354493,190.59679992675785,12.259550073158245,1.378,121.362,66865102848.0,3.17,,0.64651,0.050430004
AVL,ADITYA VISION LIMITED,Consumer Cyclical,Specialty Retail,611.0,705.0,436.5499877929687,56.679035,37.38636,11.412028,1.424096356783919,0.18383,0.08696,83.205,0.398,0.4,0.269,0.04753,0.09397,0.15841,0.0915,0.21,78903345152.0,1.897,0.227,847264512.0,9.963,53.54,727.5714,780.0,680.0,1.28571,7.0,536.9469999694825,627.2950048828125,23.17307026222664,0.136,30.884,82629976064.0,10.78,16.34286,0.56147,0.33827
DBL,DILIP BUILDCON LIMITED,Industrials,Engineering & Construction,415.0,585.0,381.5499877929687,5.395917,16.815235,0.7957295,,0.22893,0.047509998,115.513,-0.538,-0.507,-0.093,0.13572,0.14927,0.25822002,0.19082001,0.24,67414605824.0,1.563,0.36,-37550620672.0,26.452,521.534,530.0,596.0,478.0,2.2,5.0,445.0155004882813,430.8240014648438,-14.291617195879624,0.63,8.249,137605120000.0,76.91,24.68,0.76242995,0.06293
SPARC,SUN PHARMA ADV.RES.CO.LTD,Healthcare,Drug Manufacturers - Specialty & Generic,199.58999633789065,289.0,108.0,4.0882835,3.6027074,4.837959,,2.7689402,0.79225,41.776,,,3.141,0.82971,-0.90681,0.98299,0.85113,0.0,64771263323.56642,2.47,0.02,-8949500928.0,0.036,41.255,,,,,,164.97845024108886,226.7902001953125,35.904940425161854,0.656,4.2,68249960448.0,48.82,55.4,0.75121003,0.018339999
PRICOLLTD,PRICOL LIMITED,Consumer Cyclical,Auto Parts,803.6500244140625,823.0,440.8500061035156,36.57943,24.497791,7.8054585,1.0602733333333334,0.22087999,0.10814,30.215,0.345,0.343,0.235,0.06303,0.083739996,0.29563,0.12043,0.5,97950067615.62248,1.207,0.674,-916412480.0,10.307,102.96,835.0,870.0,800.0,,2.0,606.7297486877442,655.8579968261719,79.26612676715028,-0.151,19.652,100601249792.0,21.97,32.805,0.3966,0.24069001
EPL,EPL LIMITED,Consumer Cyclical,Packaging & Containers,270.1000061035156,273.0,176.39999389648438,22.340778,15.405359,3.0204082,,0.15077,0.08759,33.579,-0.016,-0.014,0.253,0.07684,0.11196999,0.59628,0.20694,1.99,86512404386.94186,1.562,0.8,599124992.0,6.672,89.425,291.66666,310.0,270.0,1.42857,6.0,216.89494972229005,234.8402005004883,14.279669612201465,0.341,8.419,87864573952.0,12.09,17.53286,0.56317,0.21611
ISGEC,ISGEC HEAVY ENG LTD,Industrials,Specialty Industrial Machinery,761.75,1113.9000244140625,683.9500122070312,50.58101,,2.0466037,,0.05371,0.021429999,32.93,-0.828,-0.829,0.477,0.01497,0.0297,0.34173,0.08157,0.79,56011104256.0,1.388,0.734,15611372544.0,60.231,372.202,1700.0,1700.0,1700.0,,1.0,891.6625,869.2080041503906,-26.59954093660319,0.341,10.271,62106071040.0,15.06,,0.63154,0.119049996
KALPATARU,KALPATARU LIMITED,Real Estate,Real Estate - Development,288.3500061035156,429.2999877929687,258.0,49.039116,43.689396,1.4423847,0.0486113362410785,0.02447,0.00294,224.816,10.088,14.471,0.065,0.03366,-0.11885,0.19806999,0.0313,0.0,59377640680.84879,1.54,0.152,-1309849984.0,32.273,199.912,420.0,420.0,420.0,,1.0,323.29124984741213,293.96099853515625,-26.016675791272448,1.2514,130.012,140985368576.0,5.88,6.6,0.83682996,0.10845
GOKULAGRO,GOKUL AGRO RESOURCES LTD,Consumer Defensive,Packaged Foods,243.69000244140625,257.989990234375,151.0,17.113062,,5.0656886,0.2393435244755244,0.30102,0.08602,41.405,0.715,0.715,0.073,0.017239999,0.03587,0.053039998,0.030539999,0.0,71909688016.4266,1.232,0.407,4200474112.0,23.016,48.106,,,,,,200.17989959716795,220.4297998046875,46.31642027990601,-0.102,9.505,70922502144.0,14.24,,0.79143995,0.026199998
AJAXENGG,AJAX ENGINEERING LIMITED,Industrials,Farm & Heavy Construction Machinery,566.4000244140625,728.5,394.7999877929687,28.634985,19.3002,4.654718,5.506727884615384,0.17663,0.09873,0.132,0.052,0.052,0.017,0.10795999,0.11866,0.25361001,0.12507,0.0,64800017129.134895,4.19,3.579,3349061376.0,91.856,121.683,707.5,770.0,660.0,1.0,4.0,549.6294982910156,565.3280017089844,-17.930883956001274,1.1315,20.596,54366908416.0,19.78,29.34685,0.79998,0.09867
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,Industrials,Engineering & Construction,166.16000366210938,207.5,102.1999969482422,32.968254,15.675471,4.239857,0.5723655208333335,0.17059,0.09766,6.839,0.576,0.776,1.158,0.30589,0.36098,0.44722,0.35664,0.0,81206339325.75981,6.08,3.078,-3396075008.0,17.359,39.19,230.0,230.0,230.0,1.0,1.0,149.685050239563,160.57440063476562,-11.158635113832704,1.4316,24.396,73081618432.0,5.04,10.6,0.8187,0.00856
SJS,SJS ENTERPRISES LIMITED,Consumer Cyclical,Auto Parts,2497.89990234375,2590.0,1285.9000244140625,38.452892,30.138025,9.209221,0.3451785637342908,0.21881,0.13646,2.639,1.114,1.146,0.245,0.20897,0.24106,0.5582,0.28364,0.14,79999374280.39713,2.947,2.314,1244917504.0,77.804,271.239,2809.0,3080.0,2650.0,1.2,5.0,1891.736997680664,2288.5379931640623,84.29244926593451,0.421,27.367,78122663936.0,64.96,82.882,0.23923999,0.42406
SUNFLAG,SUNFLAG IRON AND STEEL CO,Basic Materials,Steel,358.1499938964844,428.0,192.1499938964844,31.361645,,0.72807884,5.702117272727272,0.022939999,0.02022,5.905,0.055,0.055,0.065,0.05138,0.08288,0.38214,0.12165,0.28,64545594292.02779,1.473,0.443,1964137472.0,10.079,491.911,,,,,,294.5757002258301,354.77099853515625,15.849911359340709,1.117,13.799,67240316928.0,11.42,,0.78413004,0.00389
JKPAPER,JK PAPER LIMITED,Basic Materials,Paper & Paper Products,389.6000061035156,444.7999877929687,304.8500061035156,22.301088,6.3349595,1.2803365,0.3,0.047810003,0.03405,44.544,0.496,0.602,0.127,0.043390002,0.10118,0.31412,0.13484,1.06,70641796178.68198,1.391,0.518,1423624960.0,31.995,304.295,511.0,568.0,454.0,1.0,2.0,359.5277507019043,370.57599853515626,9.9788302338788,0.321,9.275,91320311808.0,17.47,61.5,0.57611,0.10943
LATENTVIEW,LATENT VIEW ANALYTICS LTD,Industrials,Consulting Services,281.75,517.5,248.0,29.878048,21.807276,3.3216228,,0.12173,0.06394,1.863,-0.053,-0.053,0.215,0.17536,0.15856,0.33273,0.21263,0.0,58301112320.0,4.054,3.986,1996225024.0,34.786,84.823,314.0,350.0,285.0,2.2,5.0,356.96150009155275,296.3919982910156,-34.070435012056,0.457,21.37,50635988992.0,9.43,12.92,0.71402,0.03704
