ticker,shortName,sector,industry,currentPrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,trailingPE,forwardPE,priceToBook,pegRatio,returnOnEquity,returnOnAssets,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,revenueGrowth,profitMargins,operatingMargins,grossMargins,ebitdaMargins,dividendYield,marketCap,currentRatio,quickRatio,freeCashflow,totalCashPerShare,bookValue,targetMeanPrice,targetHighPrice,targetLowPrice,recommendationMean,numberOfAnalystOpinions,twoHundredDayAverage,fiftyDayAverage,fiftyTwoWeekChangePercent,beta,enterpriseToEbitda,enterpriseValue,trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions
FORTIS,FORTIS HEALTHCARE LTD,Healthcare,Medical Care Facilities,916.7999877929688,1104.300048828125,766.7999877929688,66.19495,40.298706,6.9945216,0.42,0.11006,0.06842,34.15,0.023,0.023,0.175,0.11023,0.16316,0.59387,0.21205,0.11,692145609728.2025,0.86,0.763,1908012416.0,7.4,131.074,1114.8,1180.0,975.0,1.3,20.0,916.7320013427734,950.5600012207032,-4.891335008763498,0.665,35.712,719862038528.0,13.85,22.75011,0.35187,0.50176996
DIXON,DIXON TECHNO (INDIA) LTD,Technology,Consumer Electronics,14850.0,18471.0,9600.0,43.51011,52.73385,16.541815,0.2814366752910737,0.37133,0.051269997,18.457,1.546,1.949,0.211,0.03639,0.022909999,0.06866,0.03637,0.06,902908084224.0,1.064,0.612,9121737728.0,220.798,897.725,14598.186,17800.0,8157.0,2.17857,27.0,12192.8,13383.66,-12.00521450580706,-0.156,43.583,817711546368.0,341.3,281.6028,0.40137002,0.35766998
BIOCON,BIOCON LIMITED.,Healthcare,Biotechnology,412.5,447.1499938964844,337.04998779296875,120.26239,37.482044,1.9630052,0.5126274083546462,0.011469999,0.0173,42.145,2.346,3.494,0.1,0.0286,0.06914,0.61185,0.20687,0.12,671671189504.0,1.221,0.713,913374976.0,23.977,210.137,439.05,534.0,290.0,2.57895,20.0,395.4405000305176,422.82000122070315,14.758655165217728,0.31,22.602,809858695168.0,3.43,11.00527,0.48115003,0.31087
SWIGGY,SWIGGY LIMITED,Consumer Cyclical,Internet Retail,279.0,474.0,235.75,,-52.10376,3.9701173,,-0.29117,-0.13748,13.929,,,0.373,-0.1505,-0.13916999,0.44366002,-0.13719,0.0,730980483072.0,3.348,2.329,-59791171584.0,42.793,70.275,365.0,520.0,230.0,2.03704,27.0,308.28364883422853,266.2815985107422,-33.73708393570005,1.1725,-18.261,623879323648.0,-14.79,-5.3547,0.40015998,0.40620998
GICRE,GENERAL INS CORP OF INDIA,Financial Services,Insurance - Reinsurance,359.79998779296875,417.9500122070313,346.70001220703125,7.110672,5.559434,0.68558407,,0.091079995,0.03032,,-0.311,-0.311,-0.008,0.16819,0.15095,0.20671,0.0,3.68,631233096791.9844,0.518,0.248,146563596288.0,168.792,524.808,467.8,550.0,339.0,2.4,5.0,376.0414999389648,360.943002319336,-7.040434274493723,0.34,3.187,334714077184.0,50.6,64.71882,0.77397,0.16913
ALKEM,ALKEM LABORATORIES LTD.,Healthcare,Drug Manufacturers - Specialty & Generic,5400.0,5933.5,5075.0,29.948423,24.181578,4.671826,,0.17557,0.085030004,14.267,-0.217,-0.217,0.109,0.14306,0.17803,0.64803004,0.19404,0.37,645650972672.0,2.553,1.667,13743112192.0,339.686,1155.865,5948.55,6850.0,4590.0,2.3,20.0,5542.68,5539.7,0.1297978861487081,0.295,21.484,628704018432.0,180.31,223.31049,0.62444,0.27497998
SCHAEFFLER,SCHAEFFLER INDIA LIMITED,Consumer Cyclical,Auto Parts,4049.300048828125,4467.7001953125,3518.39990234375,50.584633,40.231426,10.317082,3.891125615384615,0.21645,0.12267999,0.783,0.13,0.135,0.173,0.119320005,0.14774999,0.38415,0.18069,0.85,632920415696.0146,2.487,1.423,3941437440.0,96.192,392.485,4823.7144,5344.0,4225.0,1.71429,7.0,4005.491508789062,4125.87603515625,2.2937993893678232,0.118,33.103,628344946688.0,80.05,100.65018,0.74297,0.18073
NAUKRI,INFO EDGE (I) LTD,Communication Services,Internet Content & Information,1360.9000244140625,1437.800048828125,908.2999877929688,55.16417,58.84833,2.325069,2.39,0.045679998,0.014520001,0.64,0.507,0.506,0.114,0.47402,0.34807998,0.56393003,0.35501,1.04,881506139589.9067,2.468,2.372,9755294720.0,70.84,585.316,1468.8636,1635.0,1166.0,1.40909,22.0,1151.983752746582,1162.2370043945311,-2.479396315724647,0.288,72.961,874104422400.0,24.67,23.12555,0.47222,0.38709998
IOB,INDIAN OVERSEAS BANK,Financial Services,Banks - Regional,33.15999984741211,41.79999923706055,31.200000762939453,11.127517,36.844444,1.6419094,0.2424295642701525,0.16525999,0.0133299995,139.50159726098482,0.459,0.456,0.481,0.36560002,0.37078997,0.0,0.0,0.0,638548505733.6777,,,41337707000.0,10.234,20.196,,,,,,34.98440010070801,34.15580001831054,-13.057156848271866,0.253,,914890227712.0,2.98,0.9,0.92438006,0.04319
GLENMARK,GLENMARK PHARMACEUTICALS,Healthcare,Drug Manufacturers - Specialty & Generic,2332.89990234375,2474.0,1792.5999755859375,36.56583,23.886272,6.263239,0.0392885247663049,0.14069,0.13902001,5.646,9.307,9.303,0.231,0.10137,0.15718001,0.71935,0.27241,0.33,658401891414.9976,1.772,0.963,11773608960.0,41.675,372.475,2497.7273,2750.0,2100.0,1.58333,11.0,2129.9664978027345,2232.4979931640623,21.25259367691008,0.248,13.003,628236615680.0,63.8,97.66697,0.48958,0.27861
BANKINDIA,BANK OF INDIA,Financial Services,Banks - Regional,142.8000030517578,178.36000061035156,109.8499984741211,5.286931,5.4986525,0.7149115,0.0658397384806973,0.13697,0.00922,118.52780403005494,0.803,0.805,0.185,0.34992,0.48535,0.0,0.0,3.28,650121000517.64,,,38627492000.0,224.459,199.745,157.6,188.0,115.0,2.6,5.0,147.79960029602051,142.89739959716798,22.75423433685264,0.777,,778473046016.0,27.01,25.97,0.73383003,0.15255
UNOMINDA,UNO MINDA LIMITED,Consumer Cyclical,Auto Parts,1260.5,1382.0,994.0,60.42665,39.825924,10.6571865,50.35554166666667,0.19202,0.075890005,37.74,0.012,0.018,0.238,0.05801,0.071090005,0.34037,0.10695,0.21,727897407488.0,1.199,0.653,-2231249920.0,6.247,118.277,1329.1052,1532.0,970.0,2.10526,19.0,1172.1985067749024,1166.2200024414062,2.081304677325302,0.289,34.403,762583318528.0,20.86,31.65024,0.68487,0.20684999
PHOENIXLTD,THE PHOENIX MILLS LTD,Real Estate,Real Estate - Diversified,1925.0,2169.800048828125,1465.5999755859375,52.523872,38.57948,6.264094,2.2542434334763946,0.11056,0.06412,37.211,0.233,0.233,0.128,0.28164,0.50796,0.93678004,0.59906,0.13,688502669312.0,0.87,0.469,18105554944.0,23.012,307.307,2111.4092,2495.0,1700.0,1.77273,22.0,1794.9504992675782,1967.341994628906,23.12120243044451,0.324,28.081,764524822528.0,36.65,49.89699,0.47823003,0.38285
OBEROIRLTY,OBEROI REALTY LIMITED,Real Estate,Real Estate - Development,1904.699951171875,1986.0999755859375,1391.199951171875,26.322554,17.819098,3.8643432,0.910815017301038,0.1805,0.0989963602118606,15.765,0.289,0.29,0.317,0.41592997,0.53744,0.62612,0.56571,0.43,692553169573.9844,3.990566506747425,1.6347674198373194,7432485000.0,90.451,492.891,2043.2858,2490.0,1240.0,1.89286,28.0,1666.082997436523,1817.9219921875,14.95563540989404,0.324,18.878,675193028608.0,72.36,106.89093,0.67705,0.24204001
LINDEINDIA,LINDE INDIA LIMITED,Basic Materials,Specialty Chemicals,6695.0,8049.0,5673.0,104.05658,77.8036,13.382667,0.13,0.13577,0.07696,1.8496456267796888,6.764,6.769,0.131,0.20587,0.20444,0.58523,0.34228,0.06,570977878016.0,0.862,0.508,-175672496.0,12.950343699560936,500.274,5992.0,6115.0,5869.0,4.0,2.0,6676.5175,6994.04,5.168080427269861,-0.052,58.06243499887571,570662578016.0,64.34,86.05,0.77975,0.07862
IDFCFIRSTB,IDFC FIRST BANK LIMITED,Financial Services,Banks - Regional,85.83999633789062,88.76000213623047,58.08000183105469,33.142857,12.796565,1.557612,,0.0444,0.0040286697525385,77.27783905977178,-0.232,-0.236,-0.011,0.32775003,0.33398,0.0,0.0,0.29,740045456556.151,,,60392400000.0,14.808229703705788,55.11,88.2,115.0,62.0,2.6,20.0,76.94155017852783,81.69099990844727,20.47718784265351,1.2702,,978706888128.0,2.59,6.70805,0.12868,0.45205003
COFORGE,COFORGE LIMITED,Technology,Information Technology Services,1882.0,1989.699951171875,1008.0999755859376,38.589294,26.372416,6.6276236,1.2488444660194176,0.18596001,0.107980005,7.518,0.309,0.634,0.499,0.0964,0.1596,0.37247002,0.19738,0.88,833144094720.0,1.609,1.472,17159374848.0,26.155,283.963,1904.4,2580.0,1187.0,1.62857,35.0,1515.3385003662108,1587.5400024414062,10.161553096762432,0.294,21.118,759688200192.0,48.77,71.36244,0.21811001,0.54968
MAHABANK,BANK OF MAHARASHTRA,Financial Services,Banks - Regional,80.27999877929688,94.5,51.709999084472656,8.267765,6.4224,1.7302097,0.241747514619883,0.22961001,0.019,106.04654247221066,0.342,0.345,0.218,0.53409,0.57523,0.0,0.0,2.76,617478019922.8949,,,-117576293000.0,19.341,46.399,95.33333,100.0,90.0,1.5,3.0,71.66014991760254,83.39579986572265,45.513868848532525,0.78,,852761575424.0,9.71,12.5,0.73600996,0.16694
TIINDIA,TUBE INVEST OF INDIA LTD,Industrials,Conglomerates,2930.0,3419.89990234375,2164.89990234375,93.34183,39.408207,7.3162203,,0.1919,0.0296385377316121,27.724,-0.142,-0.143,0.207,0.028169999,0.07277,0.31705,0.09349,0.16,567166894080.0,1.864983337019271,1.4298881254337332,-2720000000.0,124.008,400.48,3331.8333,3649.0,2682.0,2.0,6.0,2776.077999267578,2948.30400390625,-7.861635220125784,-0.3,27.398,543713394688.0,31.39,74.35,0.44044,0.33492002
SBICARD,SBI CARDS & PAY SER LTD,Financial Services,Credit Services,647.0499877929688,965.0,565.4500122070312,27.084555,18.148298,3.9172893,1.3889515384615383,0.14686,0.03286,280.206,0.195,0.195,0.234,0.18199,0.26674,0.24650998,0.0,0.4,615760253599.2706,19.959,19.949,4593900000.0,24.369,165.178,696.9167,900.0,500.0,2.75,24.0,721.4605010986328,629.3780004882813,-20.908201063135312,0.246,,1011104284672.0,23.89,35.65348,0.6858,0.25125998
PRESTIGE,PRESTIGE ESTATE LTD,Real Estate,Real Estate - Diversified,1585.5,1805.199951171875,1090.0,60.011356,27.68945,4.196687,,0.07752,0.02651,105.493,-0.193,-0.194,0.159,0.08725,0.23696,0.58805,0.24781,0.13,682922803200.0,1.148,0.113,-25288249344.0,76.14,377.798,1892.1428,2380.0,1440.0,1.40909,21.0,1506.5484991455078,1606.986005859375,-2.5267414362976637,0.445,25.653,829796057088.0,26.42,57.26008,0.64269996,0.30642
BERGEPAINT,BERGER PAINTS (I) LTD,Basic Materials,Specialty Chemicals,528.5499877929688,594.5499877929688,391.1000061035156,51.11702,40.78302,8.910899,1.793579649122807,0.17226,0.09388,9.165,0.285,0.285,0.12,0.099209994,0.14074,0.40889,0.14864,0.75,616290764902.5675,2.115,1.101,8340850176.0,10.977,59.315,575.7727,685.0,429.0,2.63636,22.0,502.17399963378904,519.9309997558594,-2.7506922184050153,0.449,33.933,618550198272.0,10.45,12.96005,0.75595003,0.15628
MFSL,MAX FINANCIAL SERV LTD,Financial Services,Insurance - Life,1575.0,1892.5,1433.5999755859375,509.70874,114.49208,19.761854,,0.01629,0.00093000004,12.673,-0.7433304169171291,-1.8415841584158417,-0.402,0.00221,0.04599,0.11765,0.00796,0.0,540928442368.0,0.825,0.825,-7328792576.0,16.675,79.699,2017.12,2300.0,1765.0,1.2,25.0,1643.8545013427731,1572.7920068359374,-4.173763482898685,0.704,106.351,422213189632.0,3.09,13.75641,0.02078,0.81668997
JSWINFRA,JSW INFRASTRUCTURE LTD,Industrials,Marine Shipping,329.8500061035156,355.79998779296875,233.4199981689453,46.523273,29.437305,6.323084,,0.13948,0.06703,59.002,-0.103,-0.099,0.181,0.26578,0.35162997,0.52823,0.4759,0.27,763656156978.6266,2.27,2.073,-10869374976.0,11.092,52.166,374.88235,410.0,310.0,1.64706,17.0,282.84090026855466,326.4569989013672,6.989951074866174,0.554,27.897,741907431424.0,7.09,11.20517,0.74142,0.15439
ABBOTINDIA,ABBOTT INDIA LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,26120.0,33185.0,25150.0,34.34763,28.891228,11.625676,2.0086333333333335,0.34460998,0.18279,3.602,0.171,0.171,0.043,0.23052,0.27719998,0.47241002,0.27479,1.99,555031789568.0,2.554,1.772,13733062656.0,1050.543,2246.751,32730.125,38100.0,27500.0,1.875,8.0,27284.275,27010.7,-19.86500997085443,0.056,28.081,540484403200.0,760.46,904.0806,0.75539,0.07695
VMM,VISHAL MEGA MART LIMITED,Consumer Cyclical,Department Stores,102.5999984741211,157.60000610351562,98.7699966430664,54.0,37.813732,6.4556723,2.16,0.12149999,0.070549995,26.817,0.25,0.256,0.187,0.0661,0.09636,0.28500998,0.15342,0.0,480661365779.5492,1.601,0.675,10968367104.0,3.643,15.893,147.38889,170.0,100.0,1.27778,18.0,121.17604988098144,113.05559967041016,-31.67743242648687,0.9498,23.633,489228206080.0,1.9,2.7133,0.40023,0.48152
FACT,FACT LTD,Basic Materials,Agricultural Inputs,772.9500122070312,1058.5999755859375,652.0999755859375,,,36.489166,,0.3375,-0.0066364537083975,295.147,-0.954,-0.955,0.409,0.07694,0.02437,0.47467998,0.18855,0.05,500154310362.8281,0.9304782069101336,0.6549813002695681,-11069442000.0,25.819,21.183,,,,,,847.8809997558594,853.1939965820312,-23.80600296653298,1.1811,124.095,545786003456.0,-1.65,,0.0,0.00093000004
JSL,JINDAL STAINLESS LIMITED,Basic Materials,Steel,718.4000244140625,884.0,652.25,18.238132,13.831156,13.151007,2.399754210526316,0.17407,0.073189996,37.523,0.076,0.077,0.105,0.07379,0.09104,0.2199,0.12644,0.55,591925563027.9622,1.251,0.432,19663349760.0,65.041,54.627,880.2,1000.0,790.0,1.2,15.0,750.1682516479492,717.7610034179687,-6.097635987614747,0.554,6.699,372884766720.0,39.39,51.94071,0.64682,0.16169001
THERMAX,THERMAX LTD,Industrials,Conglomerates,4034.0,5277.7998046875,2742.699951171875,76.50294,45.11661,8.1898155,,0.13691,0.040409997,42.166,-0.834,-0.834,0.071,0.05474,0.0039500003,0.34087002,0.08078,0.35,454424756224.0,1.221,0.944,-3111225088.0,218.977,492.563,4392.0,5325.0,3300.0,2.71429,21.0,3698.605490722656,4514.987973632812,24.76417094238068,0.321,51.708,452731076608.0,52.73,89.41274,0.73669,0.20661
COLPAL,COLGATE PALMOLIVE LTD.,Consumer Defensive,Household & Personal Products,1910.0,2504.0,1782.0,38.492542,32.676105,32.794205,5.4989345714285705,0.81593,0.33598998,2.993,0.07,0.07,0.118,0.21722999,0.27678,0.68931997,0.30302998,2.55,519492567040.0,1.28,0.94,15300337664.0,52.431,58.242,2249.6,2750.0,2000.0,3.0,25.0,2083.504494018555,2034.0700048828128,-18.947591767451733,0.522,26.459,497437900800.0,49.62,58.4525,0.51410997,0.22927
TATACOMM,TATA COMMUNICATIONS LTD,Communication Services,Telecom Services,1677.5,2110.0,1322.5,50.527107,21.41832,13.869482,,0.31131,0.04537,335.854,-0.294,-0.293,0.105,0.0372,0.07454,0.27455,0.1633,1.05,478115561472.0,0.49,0.404,20341250048.0,34.755,120.949,2108.5454,2600.0,1665.0,1.81818,11.0,1726.3919989013673,1841.885993652344,1.9632901645248555,0.816,14.158,587859296256.0,33.2,78.3208,0.60482,0.24949
HDBFS,HDB FINANCIAL SERVICES L,Financial Services,Credit Services,692.3499755859375,811.7999877929688,555.2999877929688,20.704247,14.653654,2.7820191,0.6350996012269938,0.123104134959023,0.0205725802877571,484.313,0.326,0.383,0.21,0.29786,0.42416,0.99791,0.0,0.59,573580488958.0587,1.294136904802741,1.294136904802741,-87491700000.0,31.178,248.866,822.8,919.0,725.0,2.33333,15.0,701.6247509765625,710.6480017089843,-12.166194026522358,1.0628,21.995636174444947,1540466802688.0,33.44,47.2476,0.74450994,0.1304
UPL,UPL LIMITED,Basic Materials,Agricultural Inputs,571.9000244140625,812.2000122070312,557.9500122070312,23.467379,12.137273,1.3914572,0.9617778278688526,0.05614,0.04335,57.128,0.244,0.184,0.105,0.03825,0.06561,0.49945,0.15121001,1.06,483418067100.82184,1.217,0.803,22774999040.0,78.586,411.008,731.2353,880.0,600.0,1.88235,17.0,669.0007495117187,592.9390002441406,-19.84021099881813,0.555,8.95,714638163968.0,24.37,47.11932,0.33788,0.43153998
GODREJPROP,GODREJ PROPERTIES LTD,Real Estate,Real Estate - Development,2020.0,2352.0,1434.0,37.977066,18.10486,3.1763103,,0.09969,-0.00479,82.119,-0.417,-0.417,0.165,0.30754998,-0.6225,0.42856,-0.09402,0.5,608477511680.0,1.274,0.178,-49161125888.0,279.465,635.958,2326.2173,3000.0,1525.0,1.95652,23.0,1874.5045007324215,1996.6199951171875,-1.0676877415414343,0.478,-139.284,681371697152.0,53.19,111.57225,0.57581,0.23802
MOTILALOFS,MOTILAL OSWAL FIN LTD,Financial Services,Capital Markets,973.4000244140624,1097.0999755859375,614.9000244140625,30.211048,16.494036,4.5456667,3.472534252873564,0.1555,0.04835,165.8,0.087,0.096,0.239,0.22963,0.51267,0.629,0.0,1.17,586129619308.8475,1.146,0.777,-61597100000.0,87.434,214.138,1120.8,1250.0,1024.0,,5.0,847.6492517089844,925.6050036621094,1.3694375854269802,0.334,19.304899029623964,729776848896.0,32.22,59.01527,0.52762,0.29011
APARINDS,APAR INDUSTRIES LTD.,Industrials,Electrical Equipment & Parts,16784.0,18465.0,6801.0,57.070965,44.631176,12.500753,0.7373509689922481,0.19742,0.08583,17.716,0.774,0.778,0.291,0.04844,0.108009994,0.21587999,0.08956,0.38,702785257472.0,1.448,0.79,-5932800000.0,193.23,1342.639,15160.625,15950.0,14230.0,2.0,8.0,11375.4625,15226.04,100.92176931824986,0.152,30.637,669205921792.0,294.09,376.06,0.55689,0.26364002
MRF,MRF LTD,Consumer Cyclical,Auto Parts,134000.0,163600.0,122000.0,23.484053,20.017405,2.7095356,,0.12258001,0.06516,15.288,-0.01,-0.01,0.096,0.075840004,0.06452,0.35834,0.14856,0.35,568313184256.0,1.645,0.984,23643299840.0,12327.95,49454.97,139208.3,165238.0,113936.0,3.09091,10.0,138389.075,131903.8,-9.940184152160755,0.148,11.532,546527838208.0,5706.0,6694.175,0.47884998,0.18243
HINDCOPPER,HINDUSTAN COPPER LTD,Basic Materials,Copper,560.0999755859375,760.0499877929688,226.6999969482422,47.62755,27.057968,16.220678,0.2941788140827671,0.30602,0.19920999,3.319,1.619,1.625,0.814,0.32494,0.48891997,0.91080004,0.50195,0.44,541630079943.01733,1.679,1.118,8647058432.0,8.364,34.53,715.0,715.0,715.0,1.0,1.0,502.8889993286133,507.0629992675781,132.82203040010918,1.513,30.192,530135023616.0,11.76,20.7,0.66142,0.07316
COROMANDEL,COROMANDEL INTERNTL. LTD,Basic Materials,Agricultural Inputs,2004.800048828125,2500.0,1706.5,32.252254,20.74885,4.701457,,0.15587,0.08212,11.469,-0.245,-0.246,0.159,0.05619,0.067719996,0.23989001,0.1005,0.54,590406891563.7191,1.514,0.63,-12960624640.0,77.91,426.421,2333.6667,2951.0,2067.0,1.55556,9.0,2107.540503540039,2037.8460131835936,-17.129625938650182,0.143,18.253,598080815104.0,62.16,96.62222,0.59559,0.26136
RVNL,RAIL VIKAS NIGAM LIMITED,Industrials,Engineering & Construction,227.8999938964844,400.7000122070313,220.16000366210935,52.87703,41.436363,4.822974,3.128818343195266,0.08981,0.021659998,49.078,0.169,0.185,0.106,0.0432,0.040310003,0.06396,0.04323,1.53,475176062538.0473,1.905,0.958,-28441387008.0,3.049,47.253,165.0,165.0,165.0,5.0,1.0,284.41289962768553,231.7053994750977,-31.106408008964127,0.835,56.407,507792392192.0,4.31,5.5,0.72841,0.08528
APLAPOLLO,APL APOLLO TUBES LTD,Basic Materials,Steel,2140.0,2301.39990234375,1578.0,48.252537,33.674076,11.220284,4.386594272727272,0.25314,0.11951999,9.396,0.11,0.109,0.085,0.052259997,0.06276,0.15608,0.07843,0.4,594188959744.0,1.343,0.431,4022762496.0,31.931,190.726,2253.2856,2810.0,1510.0,1.42857,21.0,1923.570997314453,1879.33400390625,31.425409066353673,0.301,31.718,585003237376.0,44.35,63.55037,0.3691,0.52823
KEI,KEI INDUSTRIES LTD.,Industrials,Electrical Equipment & Parts,5675.0,5899.0,3728.699951171875,55.495792,38.679436,8.139981,1.3873948,0.14753,0.08785,3.796,0.4,0.4,0.23,0.08076,0.1153,0.23875,0.11071,0.08,542533353472.0,2.963,1.615,1708397440.0,158.25,697.176,5793.3335,6920.0,4500.0,2.3913,24.0,4722.223006591797,5314.163994140625,42.35902415769828,0.529,38.818,530436161536.0,103.96,146.7188,0.36005002,0.43927
PATANJALI,PATANJALI FOODS LIMITED,Consumer Defensive,Packaged Foods,352.29998779296875,615.0,328.20001220703125,19.453339,19.30411,2.9243793,0.4238200217864923,0.14832,0.0548,21.295,0.459,0.461,0.147,0.04517,0.0344,0.13033,0.04364,0.99,383259986976.2191,2.143,0.624,-23969753088.0,7.251,120.47,532.5,580.0,490.0,1.25,4.0,475.6960011291504,380.26900085449216,-41.730069133472355,-0.175,22.971,402660163584.0,18.11,18.25,0.69499,0.17132999
NLCINDIA,NLC INDIA LIMITED,Utilities,Utilities - Regulated Electric,272.04998779296875,387.7999877929687,222.0,11.454737,10.038745,1.7524251,,0.15966,0.03261,82.0,-0.127,-0.206,-0.003,0.17458001,0.28304002,0.80471003,0.3332,2.69,377234472417.2836,0.803,0.396,-50999349248.0,3.012,155.242,390.0,390.0,390.0,1.0,1.0,282.1938497924805,301.9739990234375,15.031707312037534,0.511,7.992,489478455296.0,23.75,27.1,0.72523004,0.14488
PREMIERENE,PREMIER ENERGIES LIMITED,Technology,Solar,1040.0,1134.0,666.9000244140625,27.90448,21.039412,10.876727,0.5264996226415094,0.42333,0.13603,86.005,0.53,0.504,0.353,0.19667,0.25125,0.39494,0.30656,0.15,469504393216.0,1.833,1.086,-11239004160.0,56.265,95.617,1143.6666,1340.0,814.0,2.11111,18.0,935.9807507324218,1046.8039990234374,0.2409638554216941,0.7803,17.576,456177844224.0,37.27,49.43104,0.67403,0.19809
RADICO,RADICO KHAITAN LTD,Consumer Defensive,Beverages - Wineries & Distilleries,4696.0,4747.0,2500.0,89.27757,58.9029,18.9637,1.4376420289855072,0.2778,0.1215879493769106,20.939,0.621,0.623,0.195,0.08838,0.14869,0.43353,0.15494001,0.15,629181382656.0,1.9211727029595145,1.0577202794208578,4980439000.0,4.026,247.631,4675.45,5285.0,3700.0,1.45,20.0,3353.2629943847655,4147.58599609375,65.73142756308452,0.244,40.276,365108363264.0,52.6,79.72443,0.44202,0.29572
SUNDARMFIN,SUNDARAM FINANCE LTD,Financial Services,Credit Services,4503.39990234375,5642.0,4000.0,22.362696,20.338722,3.3594525,0.6616182248520709,0.14659001,0.02555,409.161,0.338,0.339,0.268,0.4609,0.6055,0.89157,0.0,0.89,496353760756.56616,4.536,4.466,-59546400000.0,221.35,1340.516,5105.3335,5880.0,4765.0,2.22222,9.0,4798.993503417969,4532.518017578125,-12.14764018356197,0.186,,1083109408768.0,201.38,221.42,0.0,0.16173
SUPREMEIND,SUPREME INDUSTRIES LTD,Industrials,Building Products & Equipment,3650.0,4664.89990234375,3140.0,44.934135,34.959324,7.515685,1.1610887596899224,0.16128999,0.0959,1.473,0.387,0.388,0.042,0.09115,0.10142,0.32692,0.14239,1.0,463848538112.0,2.2,0.889,1114837504.0,51.079,485.651,3948.0344,4661.0,3150.0,1.96552,29.0,3577.8014868164064,3434.21998046875,-19.631849535065214,0.182,28.088,452986994688.0,81.23,104.40706,0.51687,0.32472
360ONE,360 ONE WAM LIMITED,Financial Services,Asset Management,1203.0,1236.199951171875,906.0499877929688,39.966778,29.371185,4.96015,3.1224045312499995,0.1352,0.0447099132947445,161.977,0.128,0.161,0.299,0.26455998,0.6107,0.72869,0.6328,1.52,489487695872.0,13.02205896239778,13.02205896239778,-30187400000.0,36.442,242.533,1310.1,1521.0,1200.0,1.18182,10.0,1106.5962524414062,1129.96400390625,9.076069758826756,0.47,20.686,624436510720.0,30.1,40.95851,0.15213999,0.66799
BDL,BHARAT DYNAMICS LIMITED,Industrials,Aerospace & Defense,1317.0,1654.0,1086.0,93.00848,42.42807,11.374727,,0.1019,0.00709,0.007,-0.584,-0.585,-0.73,0.17214,0.073709995,0.49935,0.091479994,0.37,482762817536.0,2.01,0.825,464776864.0,128.57,115.783,1324.7693,1610.0,1050.0,2.84615,13.0,1358.001000366211,1313.642001953125,-13.893429225237009,0.326,208.168,464976576512.0,14.16,31.04077,0.74926,0.1158
PIRAMALFIN,PIRAMAL FINANCE LIMITED,Financial Services,Credit Services,2128.10009765625,2220.0,1260.0,28.572771,14.609871,1.7091087,0.0005649583984181,0.05448,0.01466,285.784,505.75,3.967,0.304,0.32564,0.14529,0.98622,0.0,0.53,480961123894.7944,42.538,40.927,-160087500000.0,414.107,1245.152,2277.0,2800.0,1200.0,1.9,10.0,1844.7873775597775,2104.466008300781,60.8541268069728,0.2859,52.858062750736615,1177587286016.0,74.48,145.6618,0.48632,0.24982001
MPHASIS,MPHASIS LIMITED,Technology,Information Technology Services,2430.0,3037.199951171875,2013.0,24.32676,19.164713,4.0905166,2.4,0.17743999,0.09043,24.675,0.107,0.108,0.175,0.115559995,0.14783,0.44451,0.17132,2.56,463685451776.0,1.459,1.265,3941232384.0,175.976,594.057,2589.7837,3200.0,1720.0,1.91667,37.0,2468.710502319336,2351.3139990234376,-14.300828777993305,0.485,16.142,457153609728.0,99.89,126.79554,0.31203,0.57352
ANTHEM,ANTHEM BIOSCIENCES LTD,Healthcare,Biotechnology,874.5,904.0,579.1500244140625,86.2426,57.276882,16.145111,,0.21708,0.14199,1.772,-0.128,-0.117,-0.226,0.28691998,0.28832,0.61659,0.40193,0.23,491218763776.0,5.536,4.704,5548603904.0,16.708,54.165,884.4286,941.0,830.0,1.42857,7.0,715.4612521362304,797.9570043945313,3.995715853302517,0.6585,60.304,486529728512.0,10.14,15.26794,0.84134,0.12734
BALKRISIND,BALKRISHNA IND. LTD,Consumer Cyclical,Auto Parts,2378.0,2775.0,1970.0,32.732277,23.644964,4.1962237,,0.1452999999999999,0.0699693915572931,35.269,-0.15,-0.15,0.069,0.1233,0.16359,0.50171,0.20881,0.75,459708268544.0,1.012865002947534,0.657496561210454,-7539700000.0,73.764,566.7,2399.158,3028.0,1875.0,3.16667,19.0,2293.655502319336,2247.7019897460937,-1.7801865233896377,0.321,19.521,433821974528.0,72.65,100.5711,0.58559,0.30794
PAGEIND,PAGE INDUSTRIES LTD,Consumer Cyclical,Apparel Manufacturing,35505.0,47310.0,29805.0,52.47484,40.85172,26.35556,,0.525,0.23868,18.422,-0.04,-0.04,0.079,0.14126,0.18332,0.57983,0.20616,2.27,396018286592.0,1.725,0.567,5195806208.0,382.155,1347.154,41726.652,47700.0,31500.0,2.38462,26.0,36816.05,39855.0,-21.769307039770847,0.052,35.496,391568130048.0,676.61,869.1189,0.4643,0.43938
