ticker,shortName,sector,current_rank,current_score,current_score_status,staged_rank,staged_score,staged_score_status,pushed_rank,pushed_score,pushed_score_status,rank_vs_staged,score_vs_staged,movement_vs_staged,staged_rank_vs_pushed,staged_score_vs_pushed,staged_movement_vs_pushed,rank_vs_pushed,score_vs_pushed,movement_vs_pushed
WELCORP,WELSPUN CORP LIMITED,Basic Materials,163,56.7,ranked,483,52.3,ranked,483,52.3,ranked,320,4.4,up,0,0,unchanged,320,4.4,up
IEX,INDIAN ENERGY EXC LTD,Financial Services,164,56.7,ranked,163,56.4,ranked,163,56.4,ranked,-1,0.3,down,0,0,unchanged,-1,0.3,down
CLEAN,CLEAN SCIENCE & TECH LTD,Basic Materials,165,56.7,ranked,485,52.3,ranked,485,52.3,ranked,320,4.4,up,0,0,unchanged,320,4.4,up
SAREGAMA,SAREGAMA INDIA LIMITED,Communication Services,166,56.7,ranked,573,51.5,ranked,573,51.5,ranked,407,5.2,up,0,0,unchanged,407,5.2,up
TIIL,TECHNOCRAFT IND LTD,Industrials,167,56.7,ranked,421,53,ranked,421,53,ranked,254,3.7,up,0,0,unchanged,254,3.7,up
MSTCLTD,MSTC LIMITED,Industrials,168,56.6,ranked,151,56.5,ranked,151,56.5,ranked,-17,0.1,down,0,0,unchanged,-17,0.1,down
SHARDACROP,SHARDA CROPCHEM LTD.,Basic Materials,169,56.6,ranked,5,62,ranked,5,62,ranked,-164,-5.4,down,0,0,unchanged,-164,-5.4,down
JUSTDIAL,JUSTDIAL LTD.,Communication Services,170,56.6,ranked,201,55.5,ranked,201,55.5,ranked,31,1.1,up,0,0,unchanged,31,1.1,up
INDIANB,INDIAN BANK,Financial Services,171,56.6,ranked,87,57.8,ranked,87,57.8,ranked,-84,-1.2,down,0,0,unchanged,-84,-1.2,down
AJANTPHARM,AJANTA PHARMA LIMITED,Healthcare,172,56.6,ranked,167,56.2,ranked,167,56.2,ranked,-5,0.4,down,0,0,unchanged,-5,0.4,down
EMCURE,EMCURE PHARMACEUTICALS L,Healthcare,173,56.6,ranked,477,52.4,ranked,477,52.4,ranked,304,4.2,up,0,0,unchanged,304,4.2,up
MTARTECH,MTAR TECHNOLOGIES LIMITED,Industrials,174,56.6,ranked,260,54.8,ranked,260,54.8,ranked,86,1.8,up,0,0,unchanged,86,1.8,up
MARKSANS,MARKSANS PHARMA LIMITED,Healthcare,175,56.6,ranked,249,55,ranked,249,55,ranked,74,1.6,up,0,0,unchanged,74,1.6,up
MASFIN,MAS FINANCIAL SERV LTD,Financial Services,176,56.6,ranked,584,51.4,ranked,584,51.4,ranked,408,5.2,up,0,0,unchanged,408,5.2,up
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,Industrials,177,56.6,ranked,430,52.9,ranked,430,52.9,ranked,253,3.7,up,0,0,unchanged,253,3.7,up
JAYNECOIND,JAYASWAL NECO INDUSTR LTD,Basic Materials,178,56.5,ranked,443,52.7,ranked,443,52.7,ranked,265,3.8,up,0,0,unchanged,265,3.8,up
M&M,MAHINDRA & MAHINDRA LTD,Consumer Cyclical,179,56.5,ranked,164,56.4,ranked,164,56.4,ranked,-15,0.1,down,0,0,unchanged,-15,0.1,down
LODHA,LODHA DEVELOPERS LIMITED,Real Estate,180,56.5,ranked,323,54,ranked,323,54,ranked,143,2.5,up,0,0,unchanged,143,2.5,up
M&MFIN,M&M FIN. SERVICES LTD,Financial Services,181,56.5,ranked,188,55.8,ranked,188,55.8,ranked,7,0.7,up,0,0,unchanged,7,0.7,up
HUDCO,HSG & URBAN DEV CORPN LTD,Financial Services,182,56.5,ranked,162,56.4,ranked,162,56.4,ranked,-20,0.1,down,0,0,unchanged,-20,0.1,down
IRCTC,INDIAN RAIL TOUR CORP LTD,Consumer Cyclical,183,56.4,ranked,235,55.1,ranked,235,55.1,ranked,52,1.3,up,0,0,unchanged,52,1.3,up
RRKABEL,R R KABEL LIMITED,Industrials,184,56.4,ranked,450,52.7,ranked,450,52.7,ranked,266,3.7,up,0,0,unchanged,266,3.7,up
MANYAVAR,VEDANT FASHIONS LIMITED,Consumer Cyclical,185,56.4,ranked,177,56,ranked,177,56,ranked,-8,0.4,down,0,0,unchanged,-8,0.4,down
SBCL,SHIVALIK BIMETAL CON. LTD,Industrials,186,56.4,ranked,281,54.5,ranked,281,54.5,ranked,95,1.9,up,0,0,unchanged,95,1.9,up
NIITMTS,NIIT LEARNING SYSTEMS LTD,Consumer Defensive,187,56.4,ranked,20,60.5,ranked,20,60.5,ranked,-167,-4.1,down,0,0,unchanged,-167,-4.1,down
PCJEWELLER,PC JEWELLER LTD,Consumer Cyclical,188,56.3,ranked,132,56.8,ranked,132,56.8,ranked,-56,-0.5,down,0,0,unchanged,-56,-0.5,down
AFFLE,AFFLE 3I LIMITED,Communication Services,189,56.3,ranked,133,56.8,ranked,133,56.8,ranked,-56,-0.5,down,0,0,unchanged,-56,-0.5,down
INFOBEAN,INFOBEANS TECHNO. LTD.,Technology,190,56.2,ranked,6,61.8,ranked,6,61.8,ranked,-184,-5.6,down,0,0,unchanged,-184,-5.6,down
RPTECH,RASHI PERIPHERALS LIMITED,Technology,191,56.2,ranked,231,55.1,ranked,231,55.1,ranked,40,1.1,up,0,0,unchanged,40,1.1,up
WSTCSTPAPR,WEST COAST PAPER MILLS LT,Basic Materials,192,56.2,ranked,554,51.6,ranked,554,51.6,ranked,362,4.6,up,0,0,unchanged,362,4.6,up
SOLARWORLD,SOLARWORLD ENERGY SOL LTD,Technology,193,56.2,ranked,94,57.5,ranked,94,57.5,ranked,-99,-1.3,down,0,0,unchanged,-99,-1.3,down
SRM,SRM CONTRACTORS LIMITED,Industrials,194,56.2,ranked,169,56.1,ranked,169,56.1,ranked,-25,0.1,down,0,0,unchanged,-25,0.1,down
OMNI,OMNITECH ENGINEERING LTD,Industrials,195,56.2,ranked,404,53.1,ranked,404,53.1,ranked,209,3.1,up,0,0,unchanged,209,3.1,up
LINCOLN,LINCOLN PHARMA LTD,Healthcare,196,56.2,ranked,502,52.1,ranked,502,52.1,ranked,306,4.1,up,0,0,unchanged,306,4.1,up
JBCHEPHARM,J B CHEMICALS AND PHARMA,Healthcare,197,56.2,ranked,173,56.1,ranked,173,56.1,ranked,-24,0.1,down,0,0,unchanged,-24,0.1,down
LALPATHLAB,DR. LAL PATH LABS LTD.,Healthcare,198,56.2,ranked,395,53.3,ranked,395,53.3,ranked,197,2.9,up,0,0,unchanged,197,2.9,up
VINATIORGA,VINATI ORGANICS LTD,Basic Materials,199,56.2,ranked,376,53.4,ranked,376,53.4,ranked,177,2.8,up,0,0,unchanged,177,2.8,up
VGUARD,V-GUARD IND LTD.,Industrials,200,56.2,ranked,497,52.2,ranked,497,52.2,ranked,297,4,up,0,0,unchanged,297,4,up
VOLTAMP,VOLTAMP TRANSFORMERS LTD,Industrials,201,56.2,ranked,419,53,ranked,419,53,ranked,218,3.2,up,0,0,unchanged,218,3.2,up
SEAMECLTD,SEAMEC LIMITED,Industrials,202,56.1,ranked,32,59.6,ranked,32,59.6,ranked,-170,-3.5,down,0,0,unchanged,-170,-3.5,down
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,Financial Services,203,56.1,ranked,392,53.3,ranked,392,53.3,ranked,189,2.8,up,0,0,unchanged,189,2.8,up
CAMS,COMPUTER AGE MNGT SER LTD,Technology,204,56.1,ranked,248,55,ranked,248,55,ranked,44,1.1,up,0,0,unchanged,44,1.1,up
GAIL,GAIL (INDIA) LTD,Utilities,205,56,ranked,853,48.6,ranked,853,48.6,ranked,648,7.4,up,0,0,unchanged,648,7.4,up
RUBICON,RUBICON RESEARCH LIMITED,Healthcare,206,56,ranked,69,58.4,ranked,69,58.4,ranked,-137,-2.4,down,0,0,unchanged,-137,-2.4,down
HOMEFIRST,HOME FIRST FIN CO IND LTD,Financial Services,207,56,ranked,89,57.7,ranked,89,57.7,ranked,-118,-1.7,down,0,0,unchanged,-118,-1.7,down
TIMETECHNO,TIME TECHNOPLAST LTD.,Consumer Cyclical,208,56,ranked,205,55.5,ranked,205,55.5,ranked,-3,0.5,down,0,0,unchanged,-3,0.5,down
JKPAPER,JK PAPER LIMITED,Basic Materials,209,56,ranked,149,56.6,ranked,149,56.6,ranked,-60,-0.6,down,0,0,unchanged,-60,-0.6,down
MEDIASSIST,MEDI ASSIST HEALTH SER L,Healthcare,210,56,ranked,62,58.6,ranked,62,58.6,ranked,-148,-2.6,down,0,0,unchanged,-148,-2.6,down
SHK,S H KELKAR AND CO. LTD.,Basic Materials,211,56,ranked,1009,46.6,ranked,1009,46.6,ranked,798,9.4,up,0,0,unchanged,798,9.4,up
BUILDPRO,SHANKARA BUILDPRO LIMITED,Consumer Cyclical,212,55.9,ranked,339,53.8,ranked,339,53.8,ranked,127,2.1,up,0,0,unchanged,127,2.1,up
RSL,RAJPUTANA STAINLESS LTD,Basic Materials,213,55.9,ranked,793,49.4,ranked,793,49.4,ranked,580,6.5,up,0,0,unchanged,580,6.5,up
IPCALAB,IPCA LABORATORIES LTD,Healthcare,214,55.9,ranked,52,59,ranked,52,59,ranked,-162,-3.1,down,0,0,unchanged,-162,-3.1,down
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,Financial Services,215,55.9,ranked,218,55.3,ranked,218,55.3,ranked,3,0.6,up,0,0,unchanged,3,0.6,up
NEPHROPLUS,NEPHROCARE HEALTH SERV L,Healthcare,216,55.9,ranked,379,53.4,ranked,379,53.4,ranked,163,2.5,up,0,0,unchanged,163,2.5,up
CAPILLARY,CAPILLARY TECHNO INDIA L,Technology,217,55.9,ranked,359,53.6,ranked,359,53.6,ranked,142,2.3,up,0,0,unchanged,142,2.3,up
NITINSPIN,NITIN SPINNERS LIMITED,Consumer Cyclical,218,55.9,ranked,612,51.2,ranked,612,51.2,ranked,394,4.7,up,0,0,unchanged,394,4.7,up
STEELCAS,STEELCAST LIMITED,Basic Materials,219,55.8,ranked,717,50.2,ranked,717,50.2,ranked,498,5.6,up,0,0,unchanged,498,5.6,up
SCI,SHIPPING CORP OF INDIA LT,Industrials,220,55.8,ranked,792,49.4,ranked,792,49.4,ranked,572,6.4,up,0,0,unchanged,572,6.4,up
CELLO,CELLO WORLD LIMITED,Consumer Cyclical,221,55.8,ranked,190,55.8,ranked,190,55.8,ranked,-31,0,down,0,0,unchanged,-31,0,down
GVT&D,GE VERNOVA T&D INDIA LTD,Industrials,222,55.8,ranked,145,56.6,ranked,145,56.6,ranked,-77,-0.8,down,0,0,unchanged,-77,-0.8,down
ANGELONE,ANGEL ONE LIMITED,Financial Services,223,55.8,ranked,380,53.4,ranked,380,53.4,ranked,157,2.4,up,0,0,unchanged,157,2.4,up
ZENSARTECH,ZENSAR TECHNOLOGIES  LTD,Technology,224,55.8,ranked,148,56.6,ranked,148,56.6,ranked,-76,-0.8,down,0,0,unchanged,-76,-0.8,down
CRIZAC,CRIZAC LIMITED,Consumer Defensive,225,55.8,ranked,16,61.2,ranked,16,61.2,ranked,-209,-5.4,down,0,0,unchanged,-209,-5.4,down
ROUTE,ROUTE MOBILE LIMITED,Communication Services,226,55.8,ranked,45,59.2,ranked,45,59.2,ranked,-181,-3.4,down,0,0,unchanged,-181,-3.4,down
GPIL,GODAWARI POW & ISP LTD,Basic Materials,227,55.7,ranked,345,53.8,ranked,345,53.8,ranked,118,1.9,up,0,0,unchanged,118,1.9,up
SUNPHARMA,SUN PHARMACEUTICAL IND L,Healthcare,228,55.7,ranked,77,58.1,ranked,77,58.1,ranked,-151,-2.4,down,0,0,unchanged,-151,-2.4,down
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,Financial Services,229,55.7,ranked,195,55.7,ranked,195,55.7,ranked,-34,0,down,0,0,unchanged,-34,0,down
NEULANDLAB,NEULAND LAB LTD.,Healthcare,230,55.7,ranked,661,50.7,ranked,661,50.7,ranked,431,5,up,0,0,unchanged,431,5,up
RUSTOMJEE,KEYSTONE REALTORS LIMITED,Real Estate,231,55.7,ranked,1041,46.1,ranked,1041,46.1,ranked,810,9.6,up,0,0,unchanged,810,9.6,up
JPOLYINVST,JIND POL INV & FIN CO LTD,Financial Services,232,55.6,ranked,13,61.2,ranked,13,61.2,ranked,-219,-5.6,down,0,0,unchanged,-219,-5.6,down
SGFIN,SG FINSERVE LIMITED,Financial Services,233,55.6,ranked,384,53.3,ranked,384,53.3,ranked,151,2.3,up,0,0,unchanged,151,2.3,up
SESHAPAPER,SESHASAYEE PAPER & BOARDS,Basic Materials,234,55.6,ranked,945,47.6,ranked,945,47.6,ranked,711,8,up,0,0,unchanged,711,8,up
ALLDIGI,ALLDIGI TECH LIMITED,Industrials,235,55.6,ranked,61,58.6,ranked,61,58.6,ranked,-174,-3,down,0,0,unchanged,-174,-3,down
IFGLEXPOR,IFGL REFRACTORIES LIMITED,Basic Materials,236,55.6,ranked,222,55.2,ranked,222,55.2,ranked,-14,0.4,down,0,0,unchanged,-14,0.4,down
KFINTECH,KFIN TECHNOLOGIES LIMITED,Technology,237,55.6,ranked,174,56.1,ranked,174,56.1,ranked,-63,-0.5,down,0,0,unchanged,-63,-0.5,down
TIPSMUSIC,TIPS MUSIC LIMITED,Communication Services,238,55.6,ranked,44,59.2,ranked,44,59.2,ranked,-194,-3.6,down,0,0,unchanged,-194,-3.6,down
FLAIR,FLAIR WRITING INDUST LTD,Industrials,239,55.6,ranked,137,56.8,ranked,137,56.8,ranked,-102,-1.2,down,0,0,unchanged,-102,-1.2,down
SIEMENS,SIEMENS LTD,Industrials,240,55.6,ranked,1156,43.7,ranked,1156,43.7,ranked,916,11.9,up,0,0,unchanged,916,11.9,up
LTFOODS,LT FOODS LIMITED,Consumer Defensive,241,55.6,ranked,336,53.9,ranked,336,53.9,ranked,95,1.7,up,0,0,unchanged,95,1.7,up
SKYGOLD,SKY GOLD AND DIAMONDS LTD,Consumer Cyclical,242,55.6,ranked,377,53.4,ranked,377,53.4,ranked,135,2.2,up,0,0,unchanged,135,2.2,up
AKUMS,AKUMS DRUGS AND PHARMA L,Healthcare,243,55.6,ranked,611,51.2,ranked,611,51.2,ranked,368,4.4,up,0,0,unchanged,368,4.4,up
SURYODAY,SURYODAY SMALL FIN BK LTD,Financial Services,244,55.6,ranked,617,51.1,ranked,617,51.1,ranked,373,4.5,up,0,0,unchanged,373,4.5,up
RPEL,RAGHAV PRODUCTIVITY ENH L,Basic Materials,245,55.5,ranked,170,56.1,ranked,170,56.1,ranked,-75,-0.6,down,0,0,unchanged,-75,-0.6,down
CMSINFO,CMS INFO SYSTEMS LIMITED,Industrials,246,55.5,ranked,214,55.4,ranked,214,55.4,ranked,-32,0.1,down,0,0,unchanged,-32,0.1,down
BEL,BHARAT ELECTRONICS LTD,Industrials,247,55.5,ranked,279,54.5,ranked,279,54.5,ranked,32,1,up,0,0,unchanged,32,1,up
PIDILITIND,PIDILITE INDUSTRIES LTD,Basic Materials,248,55.5,ranked,252,54.9,ranked,252,54.9,ranked,4,0.6,up,0,0,unchanged,4,0.6,up
ENGINERSIN,ENGINEERS INDIA LTD,Industrials,249,55.5,ranked,903,48.1,ranked,903,48.1,ranked,654,7.4,up,0,0,unchanged,654,7.4,up
EUROPRATIK,EURO PRATIK SALES LIMITED,Basic Materials,250,55.4,ranked,216,55.3,ranked,216,55.3,ranked,-34,0.1,down,0,0,unchanged,-34,0.1,down
GRWRHITECH,GARWARE HI-TECH FILMS LTD,Basic Materials,251,55.4,ranked,425,52.9,ranked,425,52.9,ranked,174,2.5,up,0,0,unchanged,174,2.5,up
CARERATING,CARE RATINGS LIMITED,Financial Services,252,55.4,ranked,268,54.7,ranked,268,54.7,ranked,16,0.7,up,0,0,unchanged,16,0.7,up
INDIGOPNTS,INDIGO PAINTS LIMITED,Basic Materials,253,55.4,ranked,598,51.3,ranked,598,51.3,ranked,345,4.1,up,0,0,unchanged,345,4.1,up
ARVSMART,ARVIND SMARTSPACES LTD,Real Estate,254,55.4,ranked,776,49.6,ranked,776,49.6,ranked,522,5.8,up,0,0,unchanged,522,5.8,up
ACCELYA,ACCELYA SOLN INDIA LTD,Technology,255,55.3,ranked,494,52.2,ranked,494,52.2,ranked,239,3.1,up,0,0,unchanged,239,3.1,up
GKSL,GUJARAT KIDNEY N SUP SP L,Healthcare,256,55.3,ranked,304,54.2,ranked,304,54.2,ranked,48,1.1,up,0,0,unchanged,48,1.1,up
HYUNDAI,HYUNDAI MOTOR INDIA LTD,Consumer Cyclical,257,55.3,ranked,298,54.3,ranked,298,54.3,ranked,41,1,up,0,0,unchanged,41,1,up
INDGN,INDEGENE LIMITED,Healthcare,258,55.3,ranked,522,52,ranked,522,52,ranked,264,3.3,up,0,0,unchanged,264,3.3,up
TCI,TRANSPORT CORPN OF INDIA,Industrials,259,55.3,ranked,105,57.4,ranked,105,57.4,ranked,-154,-2.1,down,0,0,unchanged,-154,-2.1,down
TMCV,TATA MOTORS LIMITED,Consumer Cyclical,260,55.3,ranked,741,49.8,ranked,741,49.8,ranked,481,5.5,up,0,0,unchanged,481,5.5,up
CANBK,CANARA BANK,Financial Services,261,55.3,ranked,778,49.5,ranked,778,49.5,ranked,517,5.8,up,0,0,unchanged,517,5.8,up
BANKINDIA,BANK OF INDIA,Financial Services,262,55.3,ranked,901,48.1,ranked,901,48.1,ranked,639,7.2,up,0,0,unchanged,639,7.2,up
EMUDHRA,EMUDHRA LIMITED,Technology,263,55.3,ranked,255,54.9,ranked,255,54.9,ranked,-8,0.4,down,0,0,unchanged,-8,0.4,down
ROLEXRINGS,ROLEX RINGS LIMITED,Industrials,264,55.3,ranked,371,53.4,ranked,371,53.4,ranked,107,1.9,up,0,0,unchanged,107,1.9,up
SANDUMA,SANDUR MANG & IRON ORES L,Basic Materials,265,55.2,ranked,327,53.9,ranked,327,53.9,ranked,62,1.3,up,0,0,unchanged,62,1.3,up
DCMSHRIRAM,DCM SHRIRAM LIMITED,Industrials,266,55.2,ranked,578,51.4,ranked,578,51.4,ranked,312,3.8,up,0,0,unchanged,312,3.8,up
EPL,EPL LIMITED,Consumer Cyclical,267,55.2,ranked,141,56.7,ranked,141,56.7,ranked,-126,-1.5,down,0,0,unchanged,-126,-1.5,down
SBIN,STATE BANK OF INDIA,Financial Services,268,55.2,ranked,244,55.1,ranked,244,55.1,ranked,-24,0.1,down,0,0,unchanged,-24,0.1,down
LUPIN,LUPIN LIMITED,Healthcare,269,55.2,ranked,23,60.4,ranked,23,60.4,ranked,-246,-5.2,down,0,0,unchanged,-246,-5.2,down
GLAXO,GLAXOSMITHKLINE PHARMA LT,Healthcare,270,55.2,ranked,84,57.9,ranked,84,57.9,ranked,-186,-2.7,down,0,0,unchanged,-186,-2.7,down
PARKHOSPS,PARK MEDI WORLD LIMITED,Healthcare,271,55.2,ranked,79,58,ranked,79,58,ranked,-192,-2.8,down,0,0,unchanged,-192,-2.8,down
CANFINHOME,CAN FIN HOMES LTD,Financial Services,272,55.2,ranked,123,57.1,ranked,123,57.1,ranked,-149,-1.9,down,0,0,unchanged,-149,-1.9,down
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,Industrials,273,55.2,ranked,64,58.6,ranked,64,58.6,ranked,-209,-3.4,down,0,0,unchanged,-209,-3.4,down
PNGJL,P N GADGIL JEWELLERS LTD,Consumer Cyclical,274,55.2,ranked,381,53.4,ranked,381,53.4,ranked,107,1.8,up,0,0,unchanged,107,1.8,up
JGCHEM,J.G.CHEMICALS LIMITED,Basic Materials,275,55.1,ranked,414,53,ranked,414,53,ranked,139,2.1,up,0,0,unchanged,139,2.1,up
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,Consumer Defensive,276,55.1,ranked,18,60.7,ranked,18,60.7,ranked,-258,-5.6,down,0,0,unchanged,-258,-5.6,down
DHANUKA,DHANUKA AGRITECH LTD,Basic Materials,277,55.1,ranked,82,58,ranked,82,58,ranked,-195,-2.9,down,0,0,unchanged,-195,-2.9,down
SUNTECK,SUNTECK REALTY LIMITED,Real Estate,278,55.1,ranked,97,57.5,ranked,97,57.5,ranked,-181,-2.4,down,0,0,unchanged,-181,-2.4,down
NPST,NETWORK PEOPLE SRV TECH L,Technology,279,55,ranked,101,57.4,ranked,101,57.4,ranked,-178,-2.4,down,0,0,unchanged,-178,-2.4,down
SYNCOMF,SYNCOM FORMU (I) LTD,Healthcare,280,55,ranked,499,52.1,ranked,499,52.1,ranked,219,2.9,up,0,0,unchanged,219,2.9,up
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,Financial Services,281,55,ranked,435,52.8,ranked,435,52.8,ranked,154,2.2,up,0,0,unchanged,154,2.2,up
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,Healthcare,282,55,ranked,239,55.1,ranked,239,55.1,ranked,-43,-0.1,down,0,0,unchanged,-43,-0.1,down
VIMTALABS,VIMTA LABS LIMITED,Healthcare,283,54.9,ranked,362,53.5,ranked,362,53.5,ranked,79,1.4,up,0,0,unchanged,79,1.4,up
AEROFLEX,AEROFLEX INDUSTRIES LTD,Industrials,284,54.9,ranked,729,50,ranked,729,50,ranked,445,4.9,up,0,0,unchanged,445,4.9,up
LGBBROSLTD,LG BALAKRISHNAN & BROS,Consumer Cyclical,285,54.9,ranked,469,52.5,ranked,469,52.5,ranked,184,2.4,up,0,0,unchanged,184,2.4,up
BAJFINANCE,BAJAJ FINANCE LIMITED,Financial Services,286,54.9,ranked,194,55.7,ranked,194,55.7,ranked,-92,-0.8,down,0,0,unchanged,-92,-0.8,down
ABBOTINDIA,ABBOTT INDIA LIMITED,Healthcare,287,54.9,ranked,228,55.2,ranked,228,55.2,ranked,-59,-0.3,down,0,0,unchanged,-59,-0.3,down
RADICO,RADICO KHAITAN LTD,Consumer Defensive,288,54.9,ranked,640,50.8,ranked,640,50.8,ranked,352,4.1,up,0,0,unchanged,352,4.1,up
INDIAMART,INDIAMART INTERMESH LTD,Communication Services,289,54.9,ranked,451,52.7,ranked,451,52.7,ranked,162,2.2,up,0,0,unchanged,162,2.2,up
DCBBANK,DCB BANK LIMITED,Financial Services,290,54.9,ranked,486,52.3,ranked,486,52.3,ranked,196,2.6,up,0,0,unchanged,196,2.6,up
ADOR,ADOR WELDING LTD,Industrials,291,54.9,ranked,536,51.8,ranked,536,51.8,ranked,245,3.1,up,0,0,unchanged,245,3.1,up
GILLETTE,GILLETTE INDIA LTD,Consumer Defensive,292,54.8,ranked,208,55.4,ranked,208,55.4,ranked,-84,-0.6,down,0,0,unchanged,-84,-0.6,down
MCLOUD,MAGELLANIC CLOUD LIMITED,Technology,293,54.8,ranked,318,54,ranked,318,54,ranked,25,0.8,up,0,0,unchanged,25,0.8,up
GULPOLY,GULSHAN POLYOLS LIMITED,Basic Materials,294,54.8,ranked,568,51.5,ranked,568,51.5,ranked,274,3.3,up,0,0,unchanged,274,3.3,up
INDNIPPON,INDIA NIPPON ELECT  LTD,Consumer Cyclical,295,54.8,ranked,456,52.6,ranked,456,52.6,ranked,161,2.2,up,0,0,unchanged,161,2.2,up
INFY,INFOSYS LIMITED,Technology,296,54.8,ranked,282,54.5,ranked,282,54.5,ranked,-14,0.3,down,0,0,unchanged,-14,0.3,down
SONACOMS,SONA BLW PRECISION FRGS L,Consumer Cyclical,297,54.8,ranked,581,51.4,ranked,581,51.4,ranked,284,3.4,up,0,0,unchanged,284,3.4,up
ICRA,ICRA LIMITED,Financial Services,298,54.8,ranked,343,53.8,ranked,343,53.8,ranked,45,1,up,0,0,unchanged,45,1,up
AJMERA,AJMERA REALTY & INF I LTD,Real Estate,299,54.8,ranked,14,61.2,ranked,14,61.2,ranked,-285,-6.4,down,0,0,unchanged,-285,-6.4,down
CAPITALSFB,CAPITAL SMALL FIN BANK L,Financial Services,300,54.8,ranked,382,53.4,ranked,382,53.4,ranked,82,1.4,up,0,0,unchanged,82,1.4,up
CONFIPET,CONFIDENCE PETRO IND LTD.,Energy,301,54.7,ranked,767,49.7,ranked,767,49.7,ranked,466,5,up,0,0,unchanged,466,5,up
EPIGRAL,EPIGRAL LIMITED,Basic Materials,302,54.7,ranked,846,48.7,ranked,846,48.7,ranked,544,6,up,0,0,unchanged,544,6,up
CONCORDBIO,CONCORD BIOTECH LIMITED,Healthcare,303,54.7,ranked,685,50.5,ranked,685,50.5,ranked,382,4.2,up,0,0,unchanged,382,4.2,up
JSLL,JEENA SIKHO LIFECARE LTD,Healthcare,304,54.7,ranked,134,56.8,ranked,134,56.8,ranked,-170,-2.1,down,0,0,unchanged,-170,-2.1,down
STYRENIX,STYRENIX PERFORMANCE LTD,Basic Materials,305,54.7,ranked,264,54.8,ranked,264,54.8,ranked,-41,-0.1,down,0,0,unchanged,-41,-0.1,down
QUESS,QUESS CORP LIMITED,Industrials,306,54.7,ranked,373,53.4,ranked,373,53.4,ranked,67,1.3,up,0,0,unchanged,67,1.3,up
CUPID,CUPID LIMITED,Consumer Defensive,307,54.6,ranked,179,55.9,ranked,179,55.9,ranked,-128,-1.3,down,0,0,unchanged,-128,-1.3,down
TMB,TAMILNAD MERCA BANK LTD,Financial Services,308,54.6,ranked,487,52.2,ranked,487,52.2,ranked,179,2.4,up,0,0,unchanged,179,2.4,up
SANGHVIMOV,SANGHVI MOVERS LTD,Industrials,309,54.6,ranked,246,55,ranked,246,55,ranked,-63,-0.4,down,0,0,unchanged,-63,-0.4,down
DYCL,DYNAMIC CABLES LIMITED,Industrials,310,54.6,ranked,791,49.4,ranked,791,49.4,ranked,481,5.2,up,0,0,unchanged,481,5.2,up
TINNARUBR,TINNA RUBBER AND INFR LTD,Basic Materials,311,54.6,ranked,701,50.3,ranked,701,50.3,ranked,390,4.3,up,0,0,unchanged,390,4.3,up
RAIN,RAIN INDUSTRIES LIMITED,Basic Materials,312,54.6,ranked,1054,46,ranked,1054,46,ranked,742,8.6,up,0,0,unchanged,742,8.6,up
STUDDS,STUDDS ACCESSORIES LTD,Consumer Cyclical,313,54.6,ranked,332,53.9,ranked,332,53.9,ranked,19,0.7,up,0,0,unchanged,19,0.7,up
PFC,POWER FIN CORP LTD.,Financial Services,314,54.6,ranked,184,55.9,ranked,184,55.9,ranked,-130,-1.3,down,0,0,unchanged,-130,-1.3,down
PREMIERENE,PREMIER ENERGIES LIMITED,Technology,315,54.6,ranked,353,53.7,ranked,353,53.7,ranked,38,0.9,up,0,0,unchanged,38,0.9,up
CAPLIPOINT,CAPLIN POINT LAB LTD.,Healthcare,316,54.6,ranked,85,57.9,ranked,85,57.9,ranked,-231,-3.3,down,0,0,unchanged,-231,-3.3,down
ORIENTELEC,ORIENT ELECTRIC LIMITED,Consumer Cyclical,317,54.6,ranked,707,50.3,ranked,707,50.3,ranked,390,4.3,up,0,0,unchanged,390,4.3,up
IOLCP,IOL CHEM AND PHARMA LTD,Healthcare,318,54.6,ranked,441,52.8,ranked,441,52.8,ranked,123,1.8,up,0,0,unchanged,123,1.8,up
JTLIND,JTL INDUSTRIES LIMITED,Basic Materials,319,54.6,ranked,586,51.4,ranked,586,51.4,ranked,267,3.2,up,0,0,unchanged,267,3.2,up
GANECOS,GANESHA ECOSPHERE LIMITED,Consumer Cyclical,320,54.6,ranked,699,50.4,ranked,699,50.4,ranked,379,4.2,up,0,0,unchanged,379,4.2,up
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,Consumer Cyclical,321,54.5,ranked,284,54.4,ranked,284,54.4,ranked,-37,0.1,down,0,0,unchanged,-37,0.1,down
IKIO,IKIO TECHNOLOGIES LIMITED,Technology,322,54.5,ranked,785,49.5,ranked,785,49.5,ranked,463,5,up,0,0,unchanged,463,5,up
FILATEX,FILATEX INDIA LTD,Consumer Cyclical,323,54.5,ranked,529,51.9,ranked,529,51.9,ranked,206,2.6,up,0,0,unchanged,206,2.6,up
