ticker,shortName,sector,currentPrice,pct_below_52w_high,trailingPE,roe_pct,debtToEquity,promoter_pct,institutional_pct,institutions_count,avg_delivery_pct,delivery_trend,score,ownership_score,shareholding_score,final_score,reasons,shareholding_reasons
INOXWIND,INOX WIND LIMITED,Industrials,73.9000015258789,53.609541675985895,30.53719,6.7540005,20.631,47.2,21.3,58.0,34.8,1.2,6,0,1,7,54% below 52w high; low D/E 21,promoter 47.2%
GENESYS,GENESYS INTL CORPN LTD,Technology,183.5500030517578,71.6700114006395,33.99074,5.1960003,24.515,44.5,0.3,4.0,44.8,-5.3,7,-1,1,7,72% below 52w high; low D/E 25; rev +11%,promoter 44.5%
MANAPPURAM,MANAPPURAM FINANCE LTD,Financial Services,349.25,8.465466865771427,21.360855,6.968000000000001,360.191,31.9,39.8,73.0,42.1,5.0,4,2,1,7,margin 31%; earnings +288%; rev +80%,institutional 39.8%
RELIGARE,RELIGARE ENTER. LTD.,Financial Services,231.6499938964844,17.26785932268415,154.43333,2.001,12.72,47.6,6.8,16.0,56.4,2.3,5,1,1,7,low D/E 13; rev +26%,promoter 47.6%
ARVINDFASN,ARVIND FASHIONS LIMITED,Consumer Cyclical,428.2999877929687,26.0276359597636,47.273727,15.903,115.111,37.9,30.8,45.0,57.8,3.4,5,1,1,7,26% below 52w high; rev +16%,institutional 30.8%
KRISHANA,KRISHANA PHOSCHEM LIMITED,Basic Materials,196.52000427246097,1.916548376019636,33.708405,32.12761024605732,130.807,0.0,0.1,2.0,44.6,1.5,7,0,0,7,ROE 32%; earnings +54%; rev +35%,
CDSL,CENTRAL DEPO SER (I) LTD,Financial Services,1345.9000244140625,19.585346019057763,59.57946,23.913,0.11,0.0,15.0,71.0,38.6,2.0,7,0,0,7,ROE 24%; low D/E 0; margin 37%,
JYOTISTRUC,JYOTI STRUCTURES LTD,Industrials,10.6899995803833,38.63375698298179,19.796295,10.8059995,439.045,10.6,0.6,5.0,50.1,-0.2,6,1,0,7,39% below 52w high; earnings +74%; rev +61%,
ELPROINTL,ELPRO INTERNATIONAL LTD,Consumer Discretionary,176.44000244140625,2.460056920369939,34.12766,1.72,59.54004228533887,,,,80.3,-13.3,6,1,0,7,earnings +32%; rev +35%,
LGHL,LAXMI GOLDORNA HOUSE LTD,Consumer Cyclical,174.14999389648438,56.417103784024306,420.19,6.468,153.423,,,,25.6,21.6,5,2,0,7,56% below 52w high,
SOLEX,SOLEX ENERGY LIMITED,Technology,772.2999877929688,61.093199607407115,10.444955,47.055998,132.242,,,,53.4,-10.3,7,0,0,7,61% below 52w high; ROE 47%; PE 10,
BANSALWIRE,BANSAL WIRE INDUSTRIES L,Basic Materials,322.75,15.110470900181848,35.584347,11.923,38.769,78.4,15.4,13.0,52.8,4.3,4,1,2,7,low D/E 39; rev +24%,strong promoter 78.4%; ⚠ very high promoter = low float
KRSNAA,KRSNAA DIAGNOSTICS LTD,Healthcare,550.0,38.506262859248594,18.524755,10.888,54.501,45.7,13.5,13.0,58.3,-8.2,6,0,1,7,39% below 52w high; rev +22%,promoter 45.7%
SDBL,SOM DIST & BREW LTD,Consumer Defensive,73.56999969482422,48.82799088229803,132.83673,1.289,27.20676963047572,55.6,0.2,6.0,43.7,6.8,3,2,2,7,49% below 52w high; low D/E 27,strong promoter 55.6%
MIDHANI,MISHRA DHATU NIGAM LTD,Basic Materials,420.5,7.906264919175539,58.484005,8.921999999999999,26.557,74.0,7.6,25.0,41.5,-5.8,6,-1,2,7,low D/E 27; earnings +28%; rev +40%,strong promoter 74.0%
SHRIPISTON,SPR AUTO TECHNOLOGIES LTD,Consumer Cyclical,4513.7998046875,1.6387054982022224,35.31096,19.04461198219712,67.85244513812673,67.0,13.5,37.0,52.2,4.8,4,1,2,7,ROE 19%,strong promoter 67.0%
LLOYDSENT,LLOYDS ENTERPRISES LTD,Basic Materials,78.55000305175781,7.260913952857005,140.26787,9.7440004,14.694,69.9,0.2,10.0,45.4,-2.1,4,1,2,7,low D/E 15; rev +70%,strong promoter 69.9%
ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,Financial Services,409.0,5.038312419782431,26.489637,11.181,495.936,68.7,16.0,132.0,46.9,8.0,2,3,2,7,earnings +39%; rev +31%,strong promoter 68.7%
RAYMOND,RAYMOND LTD,Industrials,656.6500244140625,3.291601706323638,99.19185,1.472,34.127,51.2,6.3,18.0,45.0,3.4,4,1,2,7,low D/E 34; rev +16%,strong promoter 51.2%
HLEGLAS,HLE GLASCOAT LIMITED,Industrials,311.79998779296875,52.89674717983837,59.50382,9.648,56.224,73.9,5.4,6.0,47.5,-3.8,4,1,2,7,53% below 52w high,strong promoter 73.9%
LMW,LMW LIMITED,Industrials,19570.0,2.8832316014093595,119.89952,4.6329997,,58.2,12.6,25.0,50.3,1.7,4,1,2,7,earnings +384%; rev +24%,strong promoter 58.2%
BOSCH-HCIL,BOSCH HOME COMFRT IND LTD,Consumer Cyclical,1772.0,1.6484404715978007,1114.4653,-0.501,16.319,75.3,6.4,7.0,52.4,3.4,4,1,2,7,low D/E 16; earnings +48%; rev +28%,strong promoter 75.3%; ⚠ very high promoter = low float
PIRAMALFIN,PIRAMAL FINANCE LIMITED,Financial Services,2128.10009765625,4.139635240709459,28.572771,5.448,285.784,48.6,25.0,60.0,56.0,2.5,4,1,2,7,margin 33%; earnings +50575%; rev +30%,promoter 48.6%; institutional 25.0%
GICRE,GENERAL INS CORP OF INDIA,Financial Services,359.79998779296875,13.913152940705736,7.110672,9.1079995,,77.4,16.9,65.0,56.3,0.8,4,1,2,7,margin 17%; PE 7,strong promoter 77.4%; ⚠ very high promoter = low float
WELENT,WELSPUN ENTERPRISES LTD.,Industrials,584.6500244140625,7.914631921202837,23.785599,13.603000000000002,60.918,66.8,10.5,20.0,55.5,-2.7,4,1,2,7,,strong promoter 66.8%
TATACOMM,TATA COMMUNICATIONS LTD,Communication Services,1677.5,20.497630331753555,50.527107,31.130999999999997,335.854,60.5,24.9,148.0,54.9,0.7,4,1,2,7,20% below 52w high; ROE 31%; rev +10%,strong promoter 60.5%
FUSION,FUSION FINANCE LIMITED,Financial Services,203.32000732421875,16.329215092914097,16.543531,0.676,227.507,54.2,15.9,16.0,49.3,1.5,4,1,2,7,margin 20%; rev +128%; PE 17,strong promoter 54.2%
ORIENTTECH,ORIENT TECHNOLOGIES LTD,Technology,243.1499938964844,47.90319476904211,276.61,1.372,18.579,73.2,0.0,0.0,39.5,11.1,2,2,2,6,48% below 52w high; low D/E 19,strong promoter 73.2%
RICOAUTO,RICO AUTO INDUSTRIES LTD,Consumer Cyclical,131.5399932861328,16.741573066263165,59.252247,6.9110000000000005,92.781,51.4,1.9,4.0,33.0,3.9,4,0,2,6,rev +39%,strong promoter 51.4%
ADANIGREEN,ADANI GREEN ENERGY LTD,Utilities,1301.800048828125,20.208394187672383,124.3362,7.576,346.548,82.3,17.0,88.0,32.5,-0.6,4,0,2,6,20% below 52w high; earnings +18%; rev +17%,strong promoter 82.3%; ⚠ very high promoter = low float
MMFL,MM FORGINGS LTD,Industrials,638.9500122070312,7.1226105284600205,31.229229,10.556,126.624,60.9,7.7,8.0,54.6,-8.7,4,0,2,6,earnings +30%; rev +16%,strong promoter 60.9%
GODREJPROP,GODREJ PROPERTIES LTD,Real Estate,2020.0,14.1156462585034,37.977066,9.969,82.119,57.6,23.8,183.0,42.3,-0.0,4,0,2,6,margin 31%; rev +16%,strong promoter 57.6%
DIGITIDE,DIGITIDE SOLUTIONS LTD,Industrials,96.56999969482422,55.90410972839077,816.83,0.607,57.944,63.7,14.8,12.0,41.0,10.1,2,2,2,6,56% below 52w high,strong promoter 63.7%
UFLEX,UFLEX LIMITED,Consumer Cyclical,611.0499877929688,3.771655465674213,13.919133,4.085,124.991,82.1,1.4,7.0,44.7,-21.3,5,-1,2,6,earnings +16%; PE 14,strong promoter 82.1%; ⚠ very high promoter = low float
EXCELINDUS,EXCEL INDUSTRIES LTD,Basic Materials,1114.5,17.37099943254683,19.628391,4.5969999999999995,0.463,57.4,7.0,5.0,59.7,-22.4,4,0,2,6,low D/E 0,strong promoter 57.4%
MAMATA,MAMATA MACHINERY LIMITED,Industrials,405.5,21.262135922330096,66.47541,8.450000000000001,4.503,67.1,1.1,1.0,52.9,-8.6,4,0,2,6,21% below 52w high; low D/E 5,strong promoter 67.1%
HEMIPROP,HEMISPHERE PROP IND LTD,Real Estate,130.91000366210938,31.3493093575609,,-2.696,20.144,61.0,9.1,11.0,55.6,5.1,1,3,2,6,31% below 52w high; low D/E 20,strong promoter 61.0%
TEGA,TEGA INDUSTRIES LIMITED,Industrials,1776.5,16.400000000000002,467.5,5.939,11.693,67.4,18.6,42.0,52.7,-5.6,4,0,2,6,low D/E 12; rev +384%,strong promoter 67.4%
TVSSCS,TVS SUPPLY CHAIN SOL L,Industrials,123.33000183105467,15.81569840883639,84.4726,6.004,133.606,67.1,13.5,17.0,53.4,-1.0,3,1,2,6,rev +29%,strong promoter 67.1%
NEOGEN,NEOGEN CHEMICALS LIMITED,Basic Materials,2259.10009765625,9.050276320530635,170.24115,3.581,170.915,55.1,20.2,23.0,40.5,0.3,4,0,2,6,earnings +62%; rev +34%,strong promoter 55.1%
ROSSTECH,ROSSELL TECHSYS LIMITED,Industrials,1076.5999755859375,8.13993382372547,158.32352,15.179,264.369,78.2,7.3,1.0,39.9,0.5,4,0,2,6,earnings +117%; rev +77%,strong promoter 78.2%; ⚠ very high promoter = low float
PRESTIGE,PRESTIGE ESTATE LTD,Real Estate,1585.5,12.17039425628464,60.011356,7.752000000000001,105.493,64.3,30.6,155.0,48.2,0.7,2,1,3,6,rev +16%,strong promoter 64.3%; institutional 30.6%
63MOONS,63 MOONS TECHNOLOGIES LTD,Technology,770.7999877929688,23.50898298544345,22.14,-1.52,0.149,58.1,1.5,6.0,32.9,4.9,4,0,2,6,24% below 52w high; low D/E 0; earnings +104%; rev +350%,strong promoter 58.1%
IFCI,IFCI LTD,Financial Services,81.76000213623047,14.655532847887226,123.878784,5.01,39.38782081382401,73.1,3.6,35.0,28.4,-4.4,4,0,2,6,low D/E 39; rev +13%,strong promoter 73.1%
BEML,BEML LIMITED,Industrials,1962.800048828125,13.751508345463034,91.54851,4.858,10.529,54.2,22.4,47.0,40.2,-3.3,4,0,2,6,low D/E 11; rev +29%,strong promoter 54.2%
MICEL,MIC ELECTRONICS LTD,Technology,35.650001525878906,57.03266120118686,,-5.7509999999999994,21.749,52.7,0.0,0.0,56.0,-11.1,4,0,2,6,57% below 52w high; low D/E 22; earnings +29%; rev +276%,strong promoter 52.7%
FINOPB,FINO PAYMENTS BANK LTD,Financial Services,146.16000366210938,56.88495467194413,58.23108,6.760000400000001,190.67075669701072,77.5,0.1,4.0,28.3,2.2,4,0,2,6,57% below 52w high,strong promoter 77.5%; ⚠ very high promoter = low float
CYIENT,CYIENT LIMITED,Industrials,903.0499877929688,29.70732294577995,26.497944,7.765999399999999,7.528,24.9,50.0,64.0,55.1,-5.0,6,-2,2,6,30% below 52w high; low D/E 8; rev +21%,high institutional 50.0%
ICIL,INDO COUNT INDUSTRIES LTD,Consumer Cyclical,435.1000061035156,6.188008289095554,57.024902,5.469,56.992,61.6,13.6,22.0,38.7,-17.2,5,-1,2,6,earnings +67%; rev +26%,strong promoter 61.6%
TARC,TARC LIMITED,Real Estate,121.73999786376952,34.6537864360916,185.62502,1.808,178.38,66.8,6.5,14.0,51.6,14.4,1,3,2,6,35% below 52w high; rev +186%,strong promoter 66.8%
NELCO,NELCO LTD,Technology,912.0,18.571428571428573,556.0976,7.4,56.54,56.1,0.7,6.0,28.3,-6.7,5,-1,2,6,earnings +29%,strong promoter 56.1%
BDL,BHARAT DYNAMICS LIMITED,Industrials,1317.0,20.37484885126965,93.00848,10.19,0.007,74.9,11.6,56.0,31.4,-5.4,5,-1,2,6,20% below 52w high; low D/E 0; margin 17%,strong promoter 74.9%
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,Consumer Defensive,23.329999923706055,2.710590621094131,11.492611,3.1400003,92.996,61.7,2.6,7.0,39.1,-14.9,5,-1,2,6,earnings +23%; PE 11,strong promoter 61.7%
ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,Consumer Cyclical,301.70001220703125,25.05278316833649,99.85,-17.288999999999998,36.252,88.8,2.4,1.0,48.1,8.2,1,3,2,6,25% below 52w high; low D/E 36; rev +10%,strong promoter 88.8%; ⚠ very high promoter = low float
PNBGILTS,PNB GILTS LIMITED,Financial Services,79.11000061035156,28.075277619029546,13.927817,6.909999999999999,1480.222,75.9,0.0,4.0,49.3,-0.1,3,1,2,6,28% below 52w high; margin 38%; PE 14,strong promoter 75.9%; ⚠ very high promoter = low float
DYNAMATECH,DYNAMATIC TECHNOLOGIES,Consumer Cyclical,11765.0,8.62135922330097,189.1479,4.29,80.387,46.9,15.9,23.0,41.7,-1.6,5,0,1,6,earnings +93%; rev +14%,promoter 46.9%
ANDHRSUGAR,ANDHRA SUGARS LTD,Basic Materials,102.73999786376952,4.187266019397858,13.3776045,4.9689997,0.032,0.0,0.8,7.0,42.4,-5.8,7,-1,0,6,low D/E 0; earnings +94%; PE 13,
HFCL,HFCL LIMITED,Technology,223.8999938964844,4.479522300942126,58.155846,7.266,38.321,34.2,18.5,47.0,40.1,0.7,6,0,0,6,low D/E 38; earnings +76%; rev +120%,
PRAKASH,PRAKASH INDUSTRIES LTD,Basic Materials,129.4499969482422,26.86440850381797,7.4098454,9.646,14.363,35.3,2.2,9.0,52.5,-8.3,6,0,0,6,27% below 52w high; low D/E 14; PE 7,
ASHOKLEY,ASHOK LEYLAND LTD,Industrials,173.8000030517578,19.320395260864593,29.358109,21.639,344.737,36.4,34.4,203.0,45.3,-5.1,5,0,1,6,ROE 22%; rev +12%,institutional 34.4%
CAMLINFINE,CAMLIN FINE SCIENCES LTD,Basic Materials,108.37999725341795,53.8808522325881,46.83,-3.3619999999999997,71.951,44.1,16.0,11.0,47.1,-8.9,5,0,1,6,54% below 52w high; rev +23%,promoter 44.1%
UNITECH,UNITECH LTD,Real Estate,3.9700000286102295,49.93694685310018,,52.0,,16.2,0.3,2.0,65.6,3.7,4,2,0,6,50% below 52w high; ROE 52%,
SALASAR,SALASAR TECHNO ENGG. LTD.,Basic Materials,6.010000228881836,45.31391852549278,75.12501,2.1760002,50.613,45.5,0.2,3.0,52.3,-6.8,5,0,1,6,45% below 52w high,promoter 45.5%
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,Consumer Cyclical,821.5,11.285097192224622,209.56633,0.971,110.033,46.9,34.0,24.0,12.8,6.2,2,2,2,6,rev +50%,promoter 46.9%; institutional 34.0%
NAZARA,NAZARA TECHNOLOGIES LTD,Communication Services,357.5,2.054794520547945,15.180468,1.974,6.051,37.3,29.6,32.0,44.1,6.1,3,2,1,6,low D/E 6; earnings +64663%; PE 15,institutional 29.6%
KITEX,KITEX GARMENTS LTD,Consumer Cyclical,124.7300033569336,46.39879458843465,415.76666,-1.079,96.813,69.4,0.7,10.0,51.3,-2.4,3,1,2,6,46% below 52w high,strong promoter 69.4%
GMRAIRPORT,GMR AIRPORTS LIMITED,Industrials,100.41000366210938,13.17017970245889,251.02501,0.3,,71.4,16.5,173.0,54.2,-4.0,3,1,2,6,rev +24%,strong promoter 71.4%
IDFCFIRSTB,IDFC FIRST BANK LIMITED,Financial Services,85.83999633789062,3.2897766201697083,33.142857,4.44,77.27783905977178,12.9,45.2,168.0,52.1,3.0,3,1,2,6,margin 33%,high institutional 45.2%
BAJAJFINSV,BAJAJ FINSERV LTD.,Financial Services,2016.0,8.15489749430524,31.908833,14.602,256.404,63.9,15.0,202.0,57.2,3.2,3,1,2,6,rev +19%,strong promoter 63.9%
CIPLA,CIPLA LTD,Healthcare,1438.0,14.046622833233712,34.517525,11.736,1.778,31.1,44.5,238.0,55.6,-3.6,3,1,2,6,low D/E 2,high institutional 44.5%
UTKARSHBNK,UTKARSH SMALL FIN BANK L,Financial Services,13.920000076293944,38.3798141555157,,-40.033,91.13119212088736,53.1,11.8,8.0,56.6,5.5,1,3,2,6,38% below 52w high; rev +235%,strong promoter 53.1%
GEOJITFSL,GEOJIT FINANCIAL SER L,Financial Services,80.79000091552734,5.38704591521374,31.073078,6.585000000000001,9.473,53.7,11.4,9.0,53.2,1.4,3,1,2,6,low D/E 9,strong promoter 53.7%
ACMESOLAR,ACME SOLAR HOLDINGS LTD,Utilities,397.3999938964844,2.238623887703721,40.96907,10.406,393.194,71.7,19.5,35.0,47.9,2.4,3,1,2,6,margin 21%; earnings +72%; rev +47%,strong promoter 71.7%
RELTD,RAVINDRA ENERGY LIMITED,Technology,166.7100067138672,15.13870740461781,37.462925,20.363002,366.24,69.3,4.0,2.0,53.7,2.5,3,1,2,6,ROE 20%,strong promoter 69.3%
RIIL,RELIANCE INDUSTRIAL INFRA,Industrials,737.7999877929688,23.536120932217884,91.65217,2.41,,48.3,0.6,4.0,37.2,-1.4,5,0,1,6,24% below 52w high; margin 29%,promoter 48.3%
SMARTWORKS,SMARTWORKS COWORKING SP L,Real Estate,511.2999877929687,17.399032666725567,205.93,3.2689999999999997,900.425,79.8,3.6,8.0,64.3,0.8,1,2,2,5,rev +44%,strong promoter 79.8%; ⚠ very high promoter = low float
MUFIN,MUFIN GREEN FINANCE LTD,Financial Services,139.50999450683594,0.6763577969681659,64.88837,6.6979999999999995,243.19,51.5,8.2,2.0,33.4,1.7,3,0,2,5,margin 41%; earnings +268%; rev +49%,strong promoter 51.5%
NIBE,NIBE LIMITED,Industrials,1503.5999755859375,18.636364957470914,443.5398,0.021,33.611,64.1,4.3,0.0,51.3,-7.0,3,0,2,5,low D/E 34; earnings +194%,strong promoter 64.1%
ALOKINDS,ALOK INDUSTRIES LIMITED,Consumer Cyclical,11.539999961853027,40.330921040303835,,3.98,,75.0,1.2,17.0,62.5,1.2,1,2,2,5,40% below 52w high,strong promoter 75.0%; ⚠ very high promoter = low float
5PAISA,5PAISA CAPITAL LIMITED,Financial Services,390.8999938964844,6.247755737589969,30.02304,7.65,58.31,71.2,12.4,5.0,51.5,-18.9,3,0,2,5,rev +13%,strong promoter 71.2%
QUADFUTURE,QUADRANT FUTURE TEK LTD,Industrials,337.79998779296875,32.7627404664002,,-15.451,10.233,73.5,1.8,2.0,43.1,12.1,1,2,2,5,33% below 52w high; low D/E 10; rev +41%,strong promoter 73.5%
TATACHEM,TATA CHEMICALS LTD,Basic Materials,634.5,38.19705012308097,25.13,-7.678,36.081,38.7,26.9,51.0,41.7,8.4,2,2,1,5,38% below 52w high; low D/E 36; rev +14%,institutional 26.9%
INDOSTAR,INDOSTAR CAPITAL FIN LTD,Financial Services,251.3999938964844,13.904111679286174,29.817276,3.5150003,144.787,82.4,1.2,6.0,60.4,7.7,-1,4,2,5,,strong promoter 82.4%; ⚠ very high promoter = low float
BALAJITELE,BALAJI TELEFILMS LIMITED.,Communication Services,91.47000122070312,35.274556693978155,,-7.782,3.047,72.7,8.1,4.0,54.8,-4.0,2,1,2,5,35% below 52w high; low D/E 3; rev +230%,strong promoter 72.7%
BAJAJELEC,BAJAJ ELECT.LTD,Consumer Cyclical,354.3500061035156,45.80146639346167,90.86,-5.28,84.783,63.0,22.2,26.0,41.1,-1.5,3,0,2,5,46% below 52w high,strong promoter 63.0%
PWL,PHYSICSWALLAH LIMITED,Consumer Defensive,121.9499969482422,24.717579595743363,1742.1428,-0.7889999999999999,23.018,72.5,20.9,40.0,28.1,-10.2,4,-1,2,5,25% below 52w high; low D/E 23; rev +24%,strong promoter 72.5%
SWIGGY,SWIGGY LIMITED,Consumer Cyclical,279.0,41.13924050632912,,-29.116999999999997,13.929,40.0,40.6,158.0,34.2,3.1,2,0,3,5,41% below 52w high; low D/E 14; rev +37%,promoter 40.0%; high institutional 40.6%
SYMPHONY,SYMPHONY LIMITED,Consumer Cyclical,616.1500244140625,36.785675931315254,40.63,-21.604,31.64,75.8,9.3,28.0,55.3,1.2,2,1,2,5,37% below 52w high; low D/E 32; rev +51%,strong promoter 75.8%; ⚠ very high promoter = low float
MTNL,MAHANAGAR TELEPHONE NIGAM,Communication Services,26.790000915527344,44.4075499502522,,12.26,,56.3,13.1,3.0,44.6,-8.9,4,-1,2,5,44% below 52w high; rev +230%,strong promoter 56.3%
EDELWEISS,EDELWEISS FIN SERV LTD,Financial Services,126.62000274658205,5.436886842228216,16.995974,11.472999,319.986,39.1,16.9,34.0,48.0,4.9,4,1,0,5,earnings +27%; rev +23%; PE 17,
KIMS,KRISHNA INST OF MED SCI L,Healthcare,790.0,7.925407925407925,153.9961,9.724,166.226,41.7,41.5,75.0,62.2,-6.8,1,1,3,5,rev +35%,promoter 41.7%; high institutional 41.5%
ELECTHERM,ELECTROTHERM (I) LTD.,Basic Materials,1012.9000244140624,20.681282348154856,,2.85,,71.8,1.3,0.0,60.9,6.7,-1,4,2,5,21% below 52w high,strong promoter 71.8%
RPOWER,RELIANCE POWER LTD.,Utilities,22.149999618530273,56.44051075084497,163.25,-2.08,92.348,30.0,10.8,44.0,34.8,8.7,3,2,0,5,56% below 52w high; earnings +47%,
ORISSAMINE,ORISSA MIN DEV CO LTD,Basic Materials,4651.5,24.229095212578404,,23.23,,57.6,9.9,5.0,42.8,-0.5,3,0,2,5,24% below 52w high; ROE 23%; rev +332%,strong promoter 57.6%
TFCILTD,TOURISM FINANCE CORP. OF,Financial Services,132.75999450683594,1.6009514463561156,39.98795,9.754,81.939,38.6,5.3,7.0,40.7,-6.5,6,-1,0,5,margin 68%; earnings +100%; rev +98%,
SWSOLAR,STRLNG & WIL REN ENE LTD,Technology,196.47999572753903,31.420594859497708,18.56,-88.93,182.951,46.7,7.7,23.0,46.3,5.2,1,3,1,5,31% below 52w high; earnings +69%,promoter 46.7%
ZEEL,ZEE ENTERTAINMENT ENT LTD,Communication Services,108.02999877929688,12.977284267406652,52.955883,2.332,2.26,5.0,27.4,61.0,31.4,-1.0,4,0,1,5,low D/E 2,institutional 27.4%
TATAPOWER,TATA POWER CO LTD,Utilities,375.25,19.28371586867477,31.038048,11.336,168.051,48.7,21.6,144.0,47.5,2.2,3,1,1,5,,promoter 48.7%
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,Technology,206.30999755859375,28.476342926788497,149.5,9.558,21.561,42.7,0.4,1.0,38.6,4.6,4,0,1,5,28% below 52w high; low D/E 22,promoter 42.7%
INDOCO,INDOCO REMEDIES LTD.,Healthcare,222.67999267578125,32.96809617905605,674.78784,-10.1210006,116.912,60.9,19.9,14.0,38.6,-0.2,3,0,2,5,33% below 52w high,strong promoter 60.9%
HCC,HINDUSTAN CONSTRUCTION CO,Industrials,21.219999313354492,29.266668955485027,30.753622,10.915,47.912,20.9,6.3,22.0,42.6,-2.7,5,0,0,5,29% below 52w high; low D/E 48,
JISLDVREQS,JAIN DVR EQUITY SHARES,Industrials,21.350000381469727,39.82525181249193,0.89,-0.6799999999999999,71.789,33.4,0.0,0.0,72.9,5.7,1,4,0,5,40% below 52w high; PE 1,
AMBER,AMBER ENTERPRISES (I) LTD,Consumer Cyclical,7275.0,18.932471584577662,278.73563,5.583,46.566,39.2,39.9,102.0,33.7,1.7,4,0,1,5,low D/E 47; rev +13%,institutional 39.9%
JINDALSAW,JINDAL SAW LIMITED,Basic Materials,269.75,4.0035587188612105,26.342773,4.82,38.19,75.5,13.6,61.0,46.3,-6.2,3,0,2,5,low D/E 38,strong promoter 75.5%; ⚠ very high promoter = low float
MFSL,MAX FINANCIAL SERV LTD,Financial Services,1575.0,16.77675033025099,509.70874,1.629,12.673,2.1,81.7,126.0,58.6,-12.0,3,0,2,5,low D/E 13,high institutional 81.7%
APOLLOPIPE,APOLLO PIPES LIMITED,Industrials,603.25,0.4537953795379538,473.33334,0.526,13.871,69.2,8.6,9.0,48.5,-2.9,-1,4,2,5,low D/E 14,strong promoter 69.2%
JINDALPOLY,JINDAL POLY FILMS LIMITED,Consumer Cyclical,637.0,37.9414457302325,18.7,-29.930001,131.567,80.0,9.9,6.0,52.9,-5.7,2,0,2,4,38% below 52w high; earnings +54%,strong promoter 80.0%; ⚠ very high promoter = low float
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,Basic Materials,175.13999938964844,61.92608708920686,,-14.641000000000002,111.239,55.0,35.8,21.0,49.5,4.5,0,1,3,4,62% below 52w high,strong promoter 55.0%; institutional 35.8%
MAXESTATES,MAX ESTATES LIMITED,Real Estate,499.8500061035156,1.9901948816636028,675.47296,0.53899996,76.199,70.1,9.8,18.0,55.9,-14.8,2,0,2,4,rev +32%,strong promoter 70.1%
FIRSTCRY,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,196.6699981689453,55.169821587300795,98.3,-3.83,29.762,58.8,23.5,38.0,44.5,-11.4,3,-1,2,4,55% below 52w high; low D/E 30; rev +13%,strong promoter 58.8%
PURVA,PURAVANKARA LIMITED,Real Estate,216.3999938964844,29.049182329021516,32.011833,3.232,315.044,79.4,9.7,15.0,41.6,-19.7,3,-1,2,4,29% below 52w high; rev +169%,strong promoter 79.4%; ⚠ very high promoter = low float
ABREL,ADITYA BIRLA REAL EST LTD,Real Estate,1445.5,26.448890037837884,45.86,-8.911,152.371,55.2,21.2,52.0,47.0,5.4,-1,3,2,4,26% below 52w high; rev +30%,strong promoter 55.2%
TARSONS,TARSONS PRODUCTS LIMITED,Healthcare,337.29998779296875,10.053336588541669,161.38756,2.2650002,61.913,73.9,0.0,4.0,38.0,-24.9,3,-1,2,4,rev +21%,strong promoter 73.9%
NETWORK18,NETWORK18 MEDIA & INV LTD,Communication Services,30.59000015258789,47.709401448567704,,-24.15,65.925,61.5,4.8,20.0,44.4,-2.0,2,0,2,4,48% below 52w high; rev +10%,strong promoter 61.5%
ARKADE,ARKADE DEVELOPERS LIMITED,Real Estate,131.00999450683594,31.61603859761551,479.31036,0.6,11.23,82.3,0.6,1.0,40.3,-6.9,3,-1,2,4,32% below 52w high; low D/E 11,strong promoter 82.3%; ⚠ very high promoter = low float
MEESHO,MEESHO LIMITED,Consumer Cyclical,209.5099945068359,17.645440435000264,,-46.563,1.428,40.3,40.3,62.0,45.4,4.6,0,1,3,4,low D/E 1; rev +48%,promoter 40.3%; high institutional 40.3%
HGS,HINDUJA GLOBAL SOLS. LTD.,Industrials,406.5,26.888489208633093,,-1.757,23.327,77.0,4.1,7.0,60.0,2.6,0,2,2,4,27% below 52w high; low D/E 23,strong promoter 77.0%; ⚠ very high promoter = low float
HINDWAREAP,HINDWARE HME INOVATON LTD,Consumer Cyclical,198.4499969482422,49.465242989699874,,-5.13,129.331,56.6,7.4,8.0,59.6,7.2,1,1,2,4,49% below 52w high; rev +16%,strong promoter 56.6%
KOLTEPATIL,KOLTE PATIL DEV. LTD.,Real Estate,465.8999938964844,15.993506237669983,79.64103,-3.73,98.241,77.1,,14.0,41.3,-3.3,2,0,2,4,rev +1016%,strong promoter 77.1%; ⚠ very high promoter = low float
CROMPTON,CROMPT GREA CON ELEC LTD,Consumer Cyclical,252.0,25.333333333333336,24.99,-6.337,5.797,0.0,81.2,102.0,42.8,-1.4,2,0,2,4,25% below 52w high; low D/E 6; rev +12%,high institutional 81.2%
BIRLANU,BIRLANU LIMITED,Industrials,1535.4000244140625,26.42675277862204,35.52,-10.299,100.118,48.1,0.7,4.0,51.2,9.7,0,3,1,4,26% below 52w high; rev +12%,promoter 48.1%
MHRIL,MAHINDRA HOLIDAYS LTD,Consumer Cyclical,221.0500030517578,40.07861027132849,84.69349,8.972,488.662,67.9,13.1,14.0,56.9,-0.5,1,1,2,4,40% below 52w high,strong promoter 67.9%
