ticker,shortName,sector,currentPrice,pct_below_52w_high,trailingPE,roe_pct,debtToEquity,promoter_pct,institutional_pct,institutions_count,avg_delivery_pct,delivery_trend,score,ownership_score,shareholding_score,final_score,reasons,shareholding_reasons
ICICIBANK,ICICI BANK LTD.,Financial Services,1411.9000244140625,4.601349701752533,18.24396,16.073999,57.1853421694851,3.5,59.0,426.0,61.1,2.8,8,2,3,13,margin 28%; rev +11%,high institutional 59.0%; 426 institutions
PNCINFRA,PNC INFRATECH LTD.,Industrials,209.33999633789065,35.58769343449519,7.329832,12.989999999999998,75.883,56.1,28.3,34.0,50.8,3.3,9,1,3,13,36% below 52w high; rev +19%; PE 7,strong promoter 56.1%; institutional 28.3%
SBFC,SBFC FINANCE LIMITED,Financial Services,93.98999786376952,23.585367590431275,21.557339,13.038999,195.685,61.5,25.3,41.0,57.9,-8.4,10,0,3,13,24% below 52w high; margin 45%; earnings +29%; rev +25%,strong promoter 61.5%; institutional 25.3%
SAFARI,SAFARI IND (INDIA) LTD,Consumer Cyclical,1490.199951171875,40.56081157010919,44.272133,16.223000000000003,10.456,54.5,32.6,48.0,56.7,0.6,9,1,3,13,41% below 52w high; low D/E 10; rev +12%,strong promoter 54.5%; institutional 32.6%
CERA,CERA SANITARYWARE LTD,Industrials,5858.5,13.078635014836795,37.293907,14.467,3.172,57.0,25.3,40.0,48.6,15.2,7,3,3,13,low D/E 3; rev +15%,strong promoter 57.0%; institutional 25.3%
DODLA,DODLA DAIRY LIMITED,Consumer Defensive,1138.0,24.133333333333333,28.06412,17.337,3.405,63.9,27.7,28.0,53.3,6.2,7,3,3,13,24% below 52w high; low D/E 3; rev +19%,strong promoter 63.9%; institutional 27.7%
EMAMILTD,EMAMI LIMITED,Consumer Defensive,407.3999938964844,35.76159160282533,23.755102,27.61,5.541,57.0,30.2,77.0,57.3,-5.1,10,0,3,13,36% below 52w high; ROE 28%; low D/E 6; margin 19%; rev +15%,strong promoter 57.0%; institutional 30.2%
SRF,SRF LTD,Industrials,2574.5,19.79750778816199,35.281624,13.763,36.195,52.4,31.5,157.0,53.6,-4.6,9,1,3,13,low D/E 36; earnings +76%; rev +32%,strong promoter 52.4%; institutional 31.5%
BBOX,BLACK BOX LIMITED,Technology,751.5499877929688,31.86310174134463,57.59004,21.267,89.594,75.1,5.6,19.0,45.6,1.3,10,1,2,13,32% below 52w high; ROE 21%; rev +24%,strong promoter 75.1%; ⚠ very high promoter = low float
GLENMARK,GLENMARK PHARMACEUTICALS,Healthcare,2332.89990234375,5.703318417795069,36.56583,14.069,5.646,49.0,27.9,113.0,46.3,5.5,8,3,2,13,low D/E 6; earnings +931%; rev +23%,promoter 49.0%; institutional 27.9%
SOBHA,SOBHA LIMITED,Real Estate,1303.5999755859375,24.73441249503825,60.54807,4.168,24.62,58.5,28.7,57.0,48.1,4.1,9,1,3,13,25% below 52w high; low D/E 25; earnings +274%; rev +50%,strong promoter 58.5%; institutional 28.7%
SWARAJENG,SWARAJ ENGINES LTD,Consumer Cyclical,3602.60009765625,20.73487133869637,21.681513,43.234003,0.419,57.4,8.7,11.0,60.3,-5.9,10,1,2,13,21% below 52w high; ROE 43%; low D/E 0; rev +22%,strong promoter 57.4%
NAVINFLUOR,NAVIN FLUORINE INT. LTD,Basic Materials,8256.0,5.9198906045239585,53.624317,20.105,32.091,29.3,40.9,108.0,51.7,2.4,10,1,2,13,ROE 20%; low D/E 32; margin 22%; earnings +101%; rev +44%,high institutional 40.9%
PUNJABCHEM,PUNJAB CHEM & CROP PROT L,Basic Materials,1167.0,23.91942229443639,21.890827,16.229999,36.418,80.9,3.5,1.0,51.2,8.2,8,3,2,13,24% below 52w high; low D/E 36,strong promoter 80.9%; ⚠ very high promoter = low float
FINPIPE,FINOLEX INDUSTRIES LTD,Industrials,158.61000061035156,28.714606467257724,15.940704,9.731,7.171,59.3,16.8,37.0,52.3,-1.6,10,1,2,13,29% below 52w high; low D/E 7; margin 16%; earnings +16%; PE 16,strong promoter 59.3%
AJMERA,AJMERA REALTY & INF I LTD,Real Estate,119.06999969482422,46.219510850350154,15.148854,11.054,46.832,73.2,2.4,6.0,49.0,-1.8,10,1,2,13,46% below 52w high; low D/E 47; rev +23%; PE 15,strong promoter 73.2%
ALEMBICLTD,ALEMBIC LIMITED,Real Estate,91.62999725341795,16.631794922770343,7.336269,13.269,0.435,72.4,0.9,8.0,59.3,0.4,10,1,2,13,low D/E 0; margin 134%; PE 7,strong promoter 72.4%
JAICORPLTD,JAI CORP LIMITED,Basic Materials,100.52999877929688,43.59852127408488,10.406833,11.554,0.033,74.4,1.6,6.0,45.0,7.5,8,3,2,13,44% below 52w high; low D/E 0; margin 15%; PE 10,strong promoter 74.4%
BIRLACORPN,BIRLA CORPORATION LTD,Basic Materials,891.5,33.7716353785726,12.392271,7.754999999999999,46.04,64.3,20.6,37.0,54.5,-2.4,10,1,2,13,34% below 52w high; low D/E 46; earnings +49%; PE 12,strong promoter 64.3%
SJS,SJS ENTERPRISES LIMITED,Consumer Cyclical,2497.89990234375,3.5559883264961387,38.452892,21.881,2.639,23.9,42.4,40.0,53.1,2.9,10,1,2,13,ROE 22%; low D/E 3; margin 21%; earnings +111%; rev +24%,high institutional 42.4%
UDS,UPDATER SERVICES LIMITED,Industrials,212.75,20.078891719006258,16.479473,8.193999999999999,4.253,67.7,11.8,7.0,50.5,7.7,8,3,2,13,20% below 52w high; low D/E 4; PE 16,strong promoter 67.7%
THELEELA,LEELA PALACES HOTEL LTD,Consumer Cyclical,539.7000122070312,0.8542231261976335,39.889137,8.014000000000001,28.065,75.9,12.1,42.0,54.6,10.9,8,3,2,13,low D/E 28; margin 28%; earnings +387%; rev +28%,strong promoter 75.9%; ⚠ very high promoter = low float
CARRARO,CARRARO INDIA LIMITED,Consumer Cyclical,525.75,21.241853102534403,22.51606,25.534,27.433,68.8,16.2,14.0,60.2,-7.6,10,1,2,13,21% below 52w high; ROE 26%; low D/E 27; rev +10%,strong promoter 68.8%
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,Financial Services,2970.0,28.425111459211955,10.482477,31.735000000000003,393.56,73.4,17.6,212.0,51.7,-3.9,10,1,2,13,28% below 52w high; ROE 32%; margin 56%; earnings +39%; rev +35%; PE 10,strong promoter 73.4%
INGERRAND,INGERSOLL-RAND INDIA LTD,Industrials,4705.60009765625,1.323213770458366,55.399105,41.799,1.468,75.2,10.6,27.0,50.9,-1.5,10,1,2,13,ROE 42%; low D/E 1; margin 18%; earnings +20%; rev +20%,strong promoter 75.2%; ⚠ very high promoter = low float
GPTINFRA,GPT INFRAPROJECTS LTD,Industrials,112.87000274658205,24.753331502278648,14.489089,17.464,49.76,69.4,11.4,5.0,58.6,4.9,10,1,2,13,25% below 52w high; low D/E 50; PE 14,strong promoter 69.4%
HESTERBIO,HESTER BIOSCIENCES LTD,Healthcare,2413.10009765625,10.079743261160408,15.202546,16.555001,52.964,68.8,0.2,5.0,46.4,12.5,8,3,2,13,margin 42%; earnings +459%; PE 15,strong promoter 68.8%
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,Energy,796.6500244140625,14.673592504426695,21.232676,14.704999999999998,0.542,71.9,0.2,4.0,50.5,2.3,10,1,2,13,low D/E 1; margin 32%; earnings +159%; rev +65%,strong promoter 71.9%
JTLIND,JTL INDUSTRIES LIMITED,Basic Materials,74.61000061035156,14.438069700121035,24.067743,7.521,16.038,58.6,0.3,6.0,48.0,5.0,8,3,2,13,low D/E 16; earnings +143%; rev +33%,strong promoter 58.6%
SONATSOFTW,SONATA SOFTWARE LTD,Technology,306.0,27.402135231316727,18.31239,25.724000000000004,37.962,41.9,29.7,49.0,30.6,9.4,9,2,2,13,27% below 52w high; ROE 26%; low D/E 38; rev +11%,promoter 41.9%; institutional 29.7%
POWERICA,POWERICA LIMITED,Industrials,533.9000244140625,21.13154372013215,40.569912,17.886999,28.506,77.2,,12.0,53.5,-1.5,10,1,2,13,21% below 52w high; low D/E 29; rev +27%,strong promoter 77.2%; ⚠ very high promoter = low float
VIMTALABS,VIMTA LABS LIMITED,Healthcare,640.4000244140625,29.053342148883708,35.896862,18.55,0.729,65.7,4.4,9.0,41.5,2.2,11,0,2,13,29% below 52w high; ROE 19%; low D/E 1; margin 19%; rev +12%,strong promoter 65.7%
HINDCOPPER,HINDUSTAN COPPER LTD,Basic Materials,560.0999755859375,26.307481799670256,47.62755,30.602,3.319,66.1,7.3,67.0,35.3,-8.9,12,-1,2,13,26% below 52w high; ROE 31%; low D/E 3; margin 32%; earnings +162%; rev +81%,strong promoter 66.1%
RHETAN,RHETAN TMT LIMITED,Basic Materials,22.030000686645508,36.8224796058095,137.6875,10.1660006,38.419,82.7,0.0,0.0,19.9,15.1,9,2,2,13,37% below 52w high; low D/E 38; margin 54%; earnings +300%,strong promoter 82.7%; ⚠ very high promoter = low float
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,Consumer Cyclical,59.90999984741211,34.45295530936151,33.283333,11.928,31.381,74.2,17.1,7.0,66.2,4.7,9,2,2,13,34% below 52w high; low D/E 31; earnings +43%,strong promoter 74.2%
SFL,SHEELA FOAM LIMITED,Consumer Cyclical,666.2000122070312,19.971169146749133,33.97246,5.119,27.85,65.4,20.5,30.0,45.5,5.1,8,3,2,13,low D/E 28; earnings +726%; rev +26%,strong promoter 65.4%
JUSTDIAL,JUSTDIAL LTD.,Communication Services,680.6500244140625,22.530156689324095,11.489703,11.66,1.655,74.1,12.8,30.0,35.4,8.4,9,2,2,13,23% below 52w high; low D/E 2; margin 40%; PE 11,strong promoter 74.1%
DLINKINDIA,D-LINK INDIA LTD,Technology,438.3999938964844,20.174802594283033,14.506949,21.211,2.928,59.3,0.6,5.0,50.0,-10.3,11,0,2,13,20% below 52w high; ROE 21%; low D/E 3; rev +30%; PE 15,strong promoter 59.3%
BORORENEW,BOROSIL RENEWABLES LTD,Technology,543.0,24.687933425797503,19.255318,43.72999999999999,10.74,57.8,4.6,22.0,49.2,-0.9,10,1,2,13,25% below 52w high; ROE 44%; low D/E 11; margin 24%; rev +17%,strong promoter 57.8%
IKS,INVENTURUS KNOWLEDGE SO L,Healthcare,1791.5999755859375,7.315055582724392,40.02681,31.441000000000003,26.873,71.0,9.9,52.0,53.0,2.1,10,1,2,13,ROE 31%; low D/E 27; margin 23%; earnings +28%; rev +21%,strong promoter 71.0%
DOLLAR,DOLLAR INDUSTRIES LIMITED,Consumer Cyclical,272.1499938964844,31.27525406654435,13.758846,11.806,30.541,73.7,2.8,9.0,57.4,-3.9,10,1,2,13,31% below 52w high; low D/E 31; earnings +22%; PE 14,strong promoter 73.7%
DHANUKA,DHANUKA AGRITECH LTD,Basic Materials,996.2999877929688,39.77877338669482,16.758621,18.624,1.822,70.2,19.5,21.0,53.5,2.5,10,1,2,13,40% below 52w high; ROE 19%; low D/E 2; PE 17,strong promoter 70.2%
ENRIN,SIEMENS ENERGY INDIA LTD,Utilities,3435.300048828125,13.42489796300088,82.18421,25.108985917421773,4.483,27.5,55.9,151.0,43.6,3.3,11,0,2,13,ROE 25%; low D/E 4; margin 16%; earnings +68%; rev +39%,high institutional 55.9%
RAILTEL,RAILTEL CORP OF IND LTD,Communication Services,280.75,32.00532716152446,26.06778,16.253999999999998,2.817,72.8,3.0,42.0,36.2,0.1,11,0,2,13,32% below 52w high; low D/E 3; earnings +25%; rev +28%,strong promoter 72.8%
CCL,CCL PRODUCTS (I) LTD,Consumer Defensive,1112.4000244140625,10.449197541455462,34.343933,18.002000000000002,56.487,49.2,26.1,63.0,54.2,6.2,8,3,2,13,ROE 18%; earnings +61%; rev +14%,promoter 49.2%; institutional 26.1%
PGHL,PROCTER & GAMBLE HEALTH L,Healthcare,5832.5,16.379928315412187,27.1216,61.592996,1.771,52.2,16.7,30.0,57.0,8.2,8,3,2,13,ROE 62%; low D/E 2; margin 25%,strong promoter 52.2%
IRB,IRB INFRA DEV LTD.,Industrials,18.950000762939453,20.87682605729627,24.294874,4.170999999999999,95.6,67.6,14.6,66.0,51.3,6.7,8,3,2,13,21% below 52w high; margin 15%; earnings +47%,strong promoter 67.6%
BASF,BASF INDIA LTD,Basic Materials,3856.199951171875,20.159837074457357,27.0307,10.965,3.35,73.8,9.8,27.0,48.6,11.7,8,3,2,13,20% below 52w high; low D/E 3; earnings +162%; rev +24%,strong promoter 73.8%
ALLDIGI,ALLDIGI TECH LIMITED,Industrials,802.8499755859375,19.715002441406252,14.321262,32.217,68.009,75.9,1.3,1.0,71.5,1.7,9,2,2,13,ROE 32%; earnings +22%; PE 14,strong promoter 75.9%; ⚠ very high promoter = low float
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,Industrials,739.7999877929688,32.65668791493403,36.587536,21.471001,0.265,45.9,30.3,40.0,53.2,-5.7,11,0,2,13,33% below 52w high; ROE 21%; low D/E 0; earnings +32%,promoter 45.9%; institutional 30.3%
IGIL,INTL GEMOLOGICAL INST LTD,Basic Materials,335.79998779296875,14.336737807916135,28.361485,27.39999999999999,9.594,76.6,10.3,47.0,57.3,-5.9,11,0,2,13,ROE 27%; low D/E 10; margin 45%; earnings +32%; rev +23%,strong promoter 76.6%; ⚠ very high promoter = low float
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,Industrials,2570.0,16.0514770372712,38.70482,28.77,4.481,81.2,6.0,66.0,30.3,3.7,11,0,2,13,ROE 29%; low D/E 4; margin 20%; earnings +22%; rev +12%,strong promoter 81.2%; ⚠ very high promoter = low float
STALLION,STALLION IND FLUOROCHEM L,Basic Materials,226.8500061035156,46.47238965605291,39.179623,8.934000000000001,5.066,64.3,0.0,0.0,29.5,5.8,9,2,2,13,46% below 52w high; low D/E 5; earnings +22%,strong promoter 64.3%
FISCHER,FISCHER MEDICAL VENTURE L,Healthcare,38.95000076293945,68.76503471038096,86.55556,8.625,27.698,73.9,2.5,3.0,38.3,30.5,9,2,2,13,69% below 52w high; low D/E 28; earnings +2468%; rev +99%,strong promoter 73.9%
INDHOTEL,THE INDIAN HOTELS CO. LTD,Consumer Cyclical,735.8499755859375,9.372502675902386,48.443054,16.430001,18.987,39.3,37.8,235.0,58.5,7.0,9,3,1,13,low D/E 19; margin 21%; earnings +21%; rev +15%,institutional 37.8%
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,Basic Materials,433.9500122070313,25.271223853131357,9.016206,20.451,10.274,23.7,12.2,71.0,54.3,14.1,10,3,0,13,25% below 52w high; ROE 20%; low D/E 10; PE 9,
GARUDA,GARUDA CONSTRUCT N ENG L,Industrials,182.25,26.89530775410275,12.457279,31.127,2.649,32.2,0.0,0.0,40.9,2.0,13,0,0,13,27% below 52w high; ROE 31%; low D/E 3; margin 23%; earnings +48%; rev +40%; PE 12,
REDINGTON,REDINGTON LIMITED,Technology,348.1000061035156,4.499312454453875,16.01196,13.089,27.26,26.0,37.7,87.0,32.1,7.2,10,2,1,13,low D/E 27; earnings +77%; rev +35%; PE 16,institutional 37.7%
NOCIL,NOCIL LIMITED,Basic Materials,161.66000366210938,20.948653465961183,41.030457,3.147,0.453,41.9,10.0,14.0,48.4,12.3,9,3,1,13,21% below 52w high; low D/E 0; earnings +61%; rev +20%,promoter 41.9%
BUILDPRO,SHANKARA BUILDPRO LIMITED,Consumer Cyclical,1263.0999755859375,8.471016261888586,23.347506,25.518998999999997,11.14,45.7,13.6,9.0,54.6,12.3,9,3,1,13,ROE 26%; low D/E 11; earnings +41%; rev +28%,promoter 45.7%
BAJAJCON,BAJAJ CONSUMER CARE LTD,Consumer Defensive,486.9500122070313,29.631501126151555,28.950655,30.78,2.092,44.0,23.7,26.0,54.7,-6.8,12,0,1,13,30% below 52w high; ROE 31%; low D/E 2; margin 18%; earnings +96%; rev +28%,promoter 44.0%
SESHAPAPER,SESHASAYEE PAPER & BOARDS,Basic Materials,230.36000061035156,21.408340854013293,14.012165,4.0949997,0.0,69.1,8.0,9.0,51.9,0.1,10,1,2,13,21% below 52w high; low D/E 0; earnings +107%; rev +28%; PE 14,strong promoter 69.1%
NEULANDLAB,NEULAND LAB LTD.,Healthcare,23568.0,1.31066538252167,60.595463,35.78,16.072,37.7,28.7,64.0,42.3,2.5,9,3,1,13,ROE 36%; low D/E 16; earnings +963%; rev +119%,institutional 28.7%
TEXRAIL,TEXMACO RAIL & ENG. LTD.,Industrials,105.4800033569336,31.058821335337523,20.245682,7.3850006,37.094,48.5,9.0,23.0,46.7,5.0,9,3,1,13,31% below 52w high; low D/E 37; earnings +68%,promoter 48.5%
GUJALKALI,GUJARAT ALKALIES & CHEM,Basic Materials,676.8499755859375,16.950923240989262,74.87279,0.32,6.128,79.3,3.8,9.0,41.7,6.5,9,2,2,13,low D/E 6; margin 18%; earnings +519%; rev +396%,strong promoter 79.3%; ⚠ very high promoter = low float
ACUTAAS,ACUTAAS CHEMICALS LIMITED,Basic Materials,3210.5,14.157754010695186,92.07055,23.516001,2.081,38.3,29.4,80.0,50.2,-1.9,11,1,1,13,ROE 24%; low D/E 2; margin 26%; earnings +67%; rev +59%,institutional 29.4%
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,Financial Services,145.5399932861328,49.11189045939412,14.171371,24.398,25.432,42.6,8.5,7.0,53.1,-1.7,11,1,1,13,49% below 52w high; ROE 24%; low D/E 25; margin 32%; PE 14,promoter 42.6%
POCL,PONDY OXIDES & CHEM LTD,Basic Materials,503.25,22.2899908937353,27.850029,19.094,19.293,41.8,4.8,8.0,50.4,-0.1,11,1,1,13,22% below 52w high; ROE 19%; low D/E 19; earnings +35%; rev +55%,promoter 41.8%
STAR,STRIDES PHARMA SCI LTD,Healthcare,993.0,19.33387489845654,14.921111,20.033,55.821,30.8,29.7,62.0,46.6,-4.4,11,1,1,13,ROE 20%; earnings +57%; rev +13%; PE 15,institutional 29.7%
SBCL,SHIVALIK BIMETAL CON. LTD,Industrials,1025.3499755859375,7.212349642145821,55.544422,21.614,14.779,40.6,13.2,16.0,44.4,6.1,10,2,1,13,ROE 22%; low D/E 15; margin 17%; earnings +45%; rev +33%,promoter 40.6%
STYRENIX,STYRENIX PERFORMANCE LTD,Basic Materials,2108.5,23.01091621600299,13.770246,14.432,40.115,48.9,17.2,13.0,55.3,1.6,11,1,1,13,23% below 52w high; low D/E 40; earnings +152%; PE 14,promoter 48.9%
ASHAPURMIN,ASHAPURA MINECHEM LTD,Basic Materials,599.9500122070312,35.133528341389294,14.093259,29.049000000000003,87.774,49.8,17.5,21.0,46.3,1.9,11,1,1,13,35% below 52w high; ROE 29%; rev +19%; PE 14,promoter 49.8%
REPCOHOME,REPCO HOME FINANCE LTD,Financial Services,362.7999877929687,20.421146600114827,4.709242,14.64,318.337,37.1,30.8,22.0,61.2,6.2,8,4,1,13,20% below 52w high; margin 55%; rev +13%; PE 5,institutional 30.8%
NSIL,NALWA SONS INVESTMENT LTD,Financial Services,5631.0,35.49828178694158,52.06176,0.35499998,0.019,70.4,4.5,7.0,67.8,1.6,9,2,2,13,35% below 52w high; low D/E 0; margin 56%,strong promoter 70.4%
LAURUSLABS,LAURUS LABS LIMITED,Healthcare,1825.0,2.4481530699560485,90.43607,17.743000000000002,46.369,32.0,32.6,114.0,51.3,5.6,9,3,1,13,low D/E 46; margin 15%; earnings +125%; rev +29%,institutional 32.6%
SOTL,SAVITA OIL TECHNOLO. LTD,Basic Materials,688.5499877929688,15.494600133950746,11.407389,10.462,0.098,69.4,13.7,8.0,38.9,5.2,9,2,2,13,low D/E 0; earnings +415%; rev +50%; PE 11,strong promoter 69.4%
IKIO,IKIO TECHNOLOGIES LIMITED,Technology,195.6999969482422,22.617634768174412,32.89076,7.095,11.438,73.8,1.2,1.0,40.4,15.6,9,2,2,13,23% below 52w high; low D/E 11; earnings +363%; rev +41%,strong promoter 73.8%
METROBRAND,METRO BRANDS LIMITED,Consumer Cyclical,914.2999877929688,31.78902035661761,61.403625,22.094,77.476,86.2,10.0,47.0,60.8,3.0,9,2,2,13,32% below 52w high; ROE 22%; rev +15%,strong promoter 86.2%; ⚠ very high promoter = low float
BFINVEST,BF INVESTMENT LIMITED,Financial Services,451.5,22.780914901001857,6.0320644,3.6530003,0.001,82.2,0.0,1.0,47.7,-10.1,11,0,2,13,23% below 52w high; low D/E 0; margin 369%; earnings +27%; rev +42%; PE 6,strong promoter 82.2%; ⚠ very high promoter = low float
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,Basic Materials,613.6500244140625,13.81319881824965,19.750565,17.274,15.522,62.0,1.8,7.0,43.5,7.1,9,2,2,13,low D/E 16; earnings +312%; rev +40%,strong promoter 62.0%
EPACKPEB,EPACK PREFAB TECHN LTD,Industrials,232.8999938964844,32.29651340218477,24.750265,17.021998999999997,15.606,75.2,2.5,2.0,35.8,9.9,9,2,2,13,32% below 52w high; low D/E 16; rev +24%,strong promoter 75.2%; ⚠ very high promoter = low float
MANINFRA,MAN INFRA LTD,Industrials,110.29000091552734,34.97052066837092,20.576492,10.152,2.766,66.0,1.6,10.0,39.6,3.6,11,0,2,13,35% below 52w high; low D/E 3; margin 34%; earnings +21%; rev +19%,strong promoter 66.0%
CAPILLARY,CAPILLARY TECHNO INDIA L,Technology,506.9500122070313,36.54796865117692,96.561905,6.582000000000001,5.238,64.9,22.4,18.0,36.6,15.0,9,2,2,13,37% below 52w high; low D/E 5; earnings +306%; rev +43%,strong promoter 64.9%
GRSE,GARDEN REACH SHIP&ENG LTD,Industrials,2617.800048828125,21.59927975956499,37.445286,31.791002,1.424,74.5,3.8,50.0,35.7,3.1,11,0,2,13,22% below 52w high; ROE 32%; low D/E 1; earnings +44%; rev +38%,strong promoter 74.5%
TECHM,TECH MAHINDRA LIMITED,Technology,1592.0999755859375,14.12621490906486,27.511663,17.14999999999999,7.269,37.1,44.5,238.0,60.1,3.2,9,2,2,13,low D/E 7; earnings +28%; rev +18%,high institutional 44.5%
BAYERCROP,BAYER CROPSCIENCE LTD,Basic Materials,4066.800048828125,28.014867708148948,24.980343,23.7,2.758,71.7,12.5,63.0,58.2,-0.3,10,1,2,13,28% below 52w high; ROE 24%; low D/E 3; earnings +15%,strong promoter 71.7%
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,Consumer Cyclical,1316.199951171875,10.517375122337953,36.48004,35.699,16.722,86.2,8.9,28.0,52.8,2.6,10,1,2,13,ROE 36%; low D/E 17; margin 28%; earnings +38%; rev +21%,strong promoter 86.2%; ⚠ very high promoter = low float
LTM,LTM LIMITED,Technology,4553.0,29.185784275604636,25.841421,21.966,9.874,68.6,19.2,154.0,37.4,4.6,11,0,2,13,29% below 52w high; ROE 22%; low D/E 10; earnings +17%; rev +18%,strong promoter 68.6%
SHALBY,SHALBY LIMITED,Healthcare,154.57000732421875,43.73134311776985,44.16286,3.467,59.122,76.6,0.1,6.0,60.0,2.5,9,2,2,13,44% below 52w high; earnings +38%; rev +12%,strong promoter 76.6%; ⚠ very high promoter = low float
IXIGO,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,170.4499969482422,49.74200205934043,86.96428,5.3260002,2.15,27.6,53.8,44.0,43.2,6.2,9,2,2,13,50% below 52w high; low D/E 2; earnings +50%; rev +13%,high institutional 53.8%
SAREGAMA,SAREGAMA INDIA LIMITED,Communication Services,520.2000122070312,9.45169500312772,45.07799,12.567,4.281,64.7,11.7,48.0,37.8,14.9,9,2,2,13,low D/E 4; margin 21%; earnings +42%; rev +28%,strong promoter 64.7%
HSCL,HIMADRI SPECIALITY CHEM L,Basic Materials,704.2000122070312,14.069553116896737,44.26147,23.71,16.169,59.9,6.5,45.0,32.3,-0.1,11,0,2,13,ROE 24%; low D/E 16; margin 16%; earnings +25%; rev +28%,strong promoter 59.9%
EFCIL,EFC (I) LIMITED,Real Estate,190.66000366210935,46.59383650921306,10.407206,33.648998,172.783,59.9,8.5,3.0,57.2,-7.0,11,0,2,13,47% below 52w high; ROE 34%; margin 23%; rev +29%; PE 10,strong promoter 59.9%
PNGSREVA,PNGS REVA DIAMOND JEWEL L,Consumer Cyclical,552.5,14.208074534161492,20.73949,21.013,32.942,79.1,5.8,3.0,33.2,3.2,11,0,2,13,ROE 21%; low D/E 33; margin 17%; earnings +152%; rev +120%,strong promoter 79.1%; ⚠ very high promoter = low float
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,Consumer Cyclical,274.6000061035156,16.7878769383286,15.196459,10.58,10.717,69.6,0.7,6.0,44.9,11.0,9,2,2,13,low D/E 11; earnings +76%; rev +22%; PE 15,strong promoter 69.6%
EMUDHRA,EMUDHRA LIMITED,Technology,550.0,28.338762214983714,39.568348,13.259000000000002,3.153,67.6,9.4,7.0,48.2,-9.4,11,0,2,13,28% below 52w high; low D/E 3; margin 15%; earnings +29%; rev +30%,strong promoter 67.6%
CELLO,CELLO WORLD LIMITED,Consumer Cyclical,363.6000061035156,46.03739793844653,25.267548,12.976,1.411,75.0,18.9,31.0,44.5,5.9,9,2,2,13,46% below 52w high; low D/E 1,strong promoter 75.0%; ⚠ very high promoter = low float
CEIGALL,CEIGALL INDIA LIMITED,Industrials,312.79998779296875,22.898698944740257,16.963123,15.484,61.085,84.5,4.5,8.0,53.7,-16.6,11,0,2,13,23% below 52w high; earnings +24%; rev +16%; PE 17,strong promoter 84.5%; ⚠ very high promoter = low float
QUESS,QUESS CORP LIMITED,Industrials,338.25,3.5637918745545263,20.026644,19.714001,10.656,68.2,14.7,24.0,42.3,9.2,9,2,2,13,ROE 20%; low D/E 11; earnings +60%; rev +14%,strong promoter 68.2%
FLAIR,FLAIR WRITING INDUST LTD,Industrials,253.0,27.46559379177247,19.10876,13.085,5.802,84.2,3.3,5.0,60.5,-3.7,9,2,2,13,27% below 52w high; low D/E 6; rev +11%,strong promoter 84.2%; ⚠ very high promoter = low float
SENCO,SENCO GOLD LIMITED,Consumer Cyclical,336.29998779296875,21.79070051326308,9.798951,25.617,107.377,64.5,16.5,26.0,36.3,8.7,9,2,2,13,22% below 52w high; ROE 26%; rev +67%; PE 10,strong promoter 64.5%
SAIPARENT,SAI PARENTERALS LIMITED,Healthcare,543.4000244140625,23.03115801500531,122.663666,4.8260003000000005,49.06,70.7,8.6,3.0,56.5,8.6,8,3,2,13,23% below 52w high; low D/E 49; earnings +1527%; rev +435%,strong promoter 70.7%
SHANTIGOLD,SHANTI GOLD INTERNATION L,Consumer Cyclical,254.05999755859375,7.3112032465091,10.834115,37.335998,36.138,74.9,0.5,1.0,46.8,-14.7,11,0,2,13,ROE 37%; low D/E 36; earnings +54%; rev +145%; PE 11,strong promoter 74.9%
BAJEL,BAJEL PROJECTS LIMITED,Utilities,180.5800018310547,20.3405532285306,95.544975,2.868,49.067,62.8,9.3,5.0,47.3,7.2,8,3,2,13,20% below 52w high; low D/E 49; earnings +41%,strong promoter 62.8%
SURAJEST,SURAJ ESTATE DEVELOPERS L,Real Estate,198.55999755859375,43.163018723475105,10.172131,9.527001,64.98,74.4,0.0,1.0,72.6,11.8,7,4,2,13,43% below 52w high; margin 16%; PE 10,strong promoter 74.4%
TCI,TRANSPORT CORPN OF INDIA,Industrials,906.5499877929688,27.00885766562248,15.292679,19.176,11.991,73.9,12.9,28.0,57.6,2.4,10,1,2,13,27% below 52w high; ROE 19%; low D/E 12; PE 15,strong promoter 73.9%
SOMANYCERA,SOMANY CERAMICS LIMITED,Industrials,511.1000061035156,8.207611833936577,19.756474,8.397,40.692,59.3,19.7,11.0,60.0,6.6,7,4,2,13,low D/E 41; earnings +243%; rev +24%,strong promoter 59.3%
NMDC,NMDC LTD.,Basic Materials,83.94999694824219,13.888605202810492,9.899764,23.363,18.802,60.8,20.0,177.0,51.2,-8.2,11,0,2,13,ROE 23%; low D/E 19; margin 23%; PE 10,strong promoter 60.8%
